1|18|0
2|16|2
3|14|0
4|11|0
5|16|1
6|11|2
7|11|1
8|18|1
9|19|2
10|11|1
11|15|0
12|12|0
13|19|1
14|20|1
15|9|1
16|10|0
17|11|2
18|17|0
19|17|0
20|24|0
21|21|1
22|15|1
23|13|2
24|17|2
25|21|0
26|8|1
27|22|2
28|10|0
29|12|2
30|21|0
31|11|2
32|17|2
33|16|0
34|23|2
35|21|0
36|8|0
37|23|2
38|24|1
39|23|2
40|12|1
41|12|1
42|13|1
43|16|1
44|9|1
45|12|1
46|18|2
47|20|2
48|21|1
49|10|2
50|10|1
51|16|1
52|24|2
53|17|1
54|18|2
55|23|1
56|17|2
57|17|0
58|20|1
59|20|1
60|12|1
61|17|2
62|14|1
63|15|1
64|14|0
65|12|0
66|24|2
67|19|1
68|10|0
69|13|0
70|18|0
71|8|0
72|13|1
73|8|2
74|17|0
75|11|1
76|19|0
77|10|0
78|16|1
79|18|1
80|19|0
81|22|0
82|9|1
83|8|1
84|12|2
85|22|1
86|23|1
87|16|1
88|22|2
89|10|0
90|11|1
91|20|0
92|17|2
93|21|0
94|14|0
95|21|2
96|19|2
97|10|0
98|11|1
99|22|2
100|14|1
101|11|0
102|16|0
103|24|1
104|10|0
105|12|1
106|14|1
107|9|1
108|20|2
109|22|1
110|19|0
111|9|0
112|12|1
113|8|0
114|21|2
115|21|0
116|17|1
117|14|1
118|11|2
119|14|0
120|21|1
121|18|0
122|8|1
123|24|1
124|16|0
125|22|2
126|23|1
127|24|1
128|18|1
129|17|0
130|22|2
131|16|2
132|21|1
133|14|0
134|9|1
135|21|1
136|22|1
137|16|0
138|24|2
139|9|1
140|20|2
141|9|0
142|21|2
143|11|1
144|24|2
145|12|1
146|9|0
147|10|1
148|8|2
149|13|0
150|12|1
151|14|0
152|22|2
153|23|2
154|21|2
155|20|0
156|13|1
157|17|1
158|12|0
159|24|2
160|16|0
161|16|0
162|22|2
163|13|2
164|10|1
165|22|1
166|9|2
167|23|0
168|8|0
169|11|1
170|20|0
171|20|0
172|10|2
173|19|0
174|16|1
175|17|1
176|21|1
177|15|0
178|19|0
179|15|2
180|13|0
181|18|0
182|23|2
183|21|2
184|20|0
185|11|1
186|22|0
187|8|0
