1|14|0|1|0|0
2|24|0|0|0|1
3|11|0|1|1|0
4|21|2|1|1|0
5|15|0|1|0|1
6|8|1|1|1|1
7|18|0|0|0|1
8|9|0|1|1|1
9|9|0|1|1|0
10|8|1|0|0|1
11|8|2|0|1|1
12|13|2|1|0|0
13|21|1|1|1|0
14|9|2|0|0|0
15|14|0|1|1|0
16|17|2|0|1|1
17|9|2|1|1|0
18|15|2|0|0|0
19|8|2|0|0|0
20|15|1|1|0|0
21|18|0|1|1|1
22|22|2|1|1|1
23|19|1|0|0|1
24|18|2|1|0|0
25|8|1|1|1|1
26|23|2|1|1|0
27|19|2|0|1|0
28|13|0|0|0|1
29|12|2|1|1|1
30|22|1|1|1|0
31|12|0|1|1|0
32|12|1|1|1|0
33|12|0|1|1|0
34|22|0|0|1|1
35|18|2|0|0|1
36|14|2|0|0|1
37|16|0|0|1|0
38|21|2|1|1|1
39|17|2|0|0|0
40|12|1|1|1|0
41|24|2|0|0|1
42|11|2|0|1|1
43|9|1|0|1|1
44|17|2|1|1|1
45|20|0|0|0|0
46|24|2|1|1|1
47|19|0|0|1|1
48|15|1|0|1|1
49|13|1|1|0|0
50|22|1|0|0|1
51|15|2|1|1|0
52|16|0|0|0|1
53|12|0|0|1|0
54|8|0|0|0|0
55|17|1|1|1|0
56|19|0|0|1|0
57|21|0|0|0|1
58|19|2|1|0|1
59|12|0|0|0|0
60|15|0|1|0|1
61|11|0|1|0|1
62|22|1|1|0|1
63|15|1|1|1|0
64|22|1|0|0|0
65|12|2|1|0|0
66|14|2|1|1|1
67|13|2|1|1|0
68|10|2|1|1|0
69|12|1|0|0|1
70|13|1|0|0|1
71|18|2|1|0|0
72|22|1|0|0|1
73|15|1|1|0|0
74|19|1|1|0|1
75|22|2|1|1|1
76|19|1|0|1|0
77|23|1|0|0|1
78|21|1|1|1|0
79|21|0|0|1|1
80|20|1|1|0|1
81|22|0|0|0|1
82|18|1|1|1|0
83|21|2|1|0|0
84|14|2|1|0|1
85|9|1|0|0|0
86|23|2|1|0|0
87|8|0|0|0|0
88|11|2|1|0|0
89|14|1|0|0|1
90|22|2|0|1|0
91|23|1|1|1|1
92|8|1|1|0|1
93|12|2|0|0|0
94|10|2|1|1|1
