1|10|10
1|12|27
1|6|80
2|5|0
2|6|81
2|8|61
3|7|3
3|9|23
3|9|93
4|12|59
4|1|85
4|2|63
5|5|13
5|8|97
5|9|15
6|10|39
6|1|2
6|5|29
7|11|30
7|12|13
7|7|57
8|10|42
8|11|71
8|7|46
9|12|25
9|5|19
9|6|63
10|6|6
10|6|92
10|7|12
11|2|67
11|2|89
11|4|87
12|11|89
12|6|92
12|7|86
13|4|3
13|4|71
13|7|12
14|2|44
14|8|46
14|9|77
15|4|20
15|4|40
15|4|46
16|11|12
16|11|89
16|12|87
17|12|7
17|2|78
17|7|92
18|11|59
18|12|17
18|5|28
19|10|41
19|8|45
19|8|55
20|1|17
20|2|67
20|4|25
21|5|37
21|9|15
21|9|43
22|11|16
22|12|75
22|6|56
23|1|83
23|2|31
23|3|31
24|1|33
24|2|61
24|8|97
25|12|85
25|2|6
25|6|35
26|5|60
26|8|37
26|8|46
27|3|24
27|4|74
27|5|49
28|11|67
28|3|2
28|5|18
29|11|88
29|2|22
29|4|87
30|2|55
30|2|90
30|3|89
31|1|48
31|6|75
31|8|75
32|2|85
32|3|63
32|7|29
33|2|31
33|5|57
33|9|98
34|4|94
34|6|90
34|7|33
35|10|96
35|7|58
35|8|30
36|11|55
36|7|39
36|8|64
37|10|38
37|6|1
37|6|81
38|11|7
38|12|86
38|5|4
39|12|15
39|5|11
39|7|68
40|1|65
40|3|47
40|6|34
41|12|1
41|4|65
41|5|44
42|11|41
42|5|40
42|7|53
43|10|84
43|1|31
43|2|70
44|10|43
44|7|12
44|7|23
45|7|4
45|8|88
45|9|41
46|12|84
46|1|66
46|3|86
47|11|16
47|5|88
47|8|13
48|12|99
48|2|37
48|5|7
49|3|85
49|5|11
49|8|14
50|3|73
50|5|63
50|5|71
51|12|24
51|1|90
51|4|59
52|11|32
52|1|4
52|1|58
53|12|25
53|7|29
53|7|72
54|6|58
54|7|91
54|8|22
55|3|20
55|9|61
55|9|68
56|1|44
56|3|81
56|5|87
57|12|8
57|2|48
57|8|47
58|10|93
58|4|0
58|6|96
59|12|59
59|12|97
59|1|82
60|12|42
60|1|95
60|4|41
61|1|55
61|2|11
61|8|68
62|10|39
62|2|29
62|5|32
63|12|85
63|5|10
63|7|61
64|10|5
64|12|33
64|1|68
65|2|47
65|2|75
65|8|14
66|1|20
66|1|32
66|7|42
67|12|33
67|5|56
67|6|94
68|8|28
68|8|82
68|9|58
69|10|7
69|11|39
69|12|42
70|11|96
70|12|19
70|2|98
71|11|30
71|1|42
71|6|51
72|12|68
72|7|56
72|9|87
73|10|5
73|2|47
73|5|98
74|12|80
74|12|94
74|1|40
75|2|52
75|2|85
75|7|18
76|11|84
76|7|97
76|9|73
