1|15|65|94|8
2|27|54|53|0
3|91|96|52|89
4|51|96|27|78
5|35|7|62|60
6|2|76|34|51
7|32|31|54|9
8|11|27|42|56
9|44|55|64|9
10|88|24|10|80
11|77|59|34|92
12|70|35|69|45
13|55|89|4|26
14|84|68|77|1
15|86|6|10|54
16|63|12|9|98
17|59|70|73|7
18|70|67|87|27
19|28|64|85|54
20|69|3|99|26
21|51|85|18|31
22|96|23|32|80
23|52|32|34|83
24|14|59|46|80
25|87|89|87|71
26|87|6|98|45
27|39|36|99|73
28|55|14|65|15
29|92|53|47|38
30|91|95|17|2
31|40|64|51|48
32|65|49|27|76
33|25|87|12|16
34|92|66|62|11
35|27|35|50|23
36|86|58|4|88
37|80|21|92|74
38|52|6|76|50
39|2|54|98|19
40|63|99|95|38
41|50|63|21|23
42|11|9|0|4
43|81|87|94|64
44|99|29|17|60
45|28|22|33|78
46|66|27|27|76
47|46|34|95|23
48|19|0|27|53
49|49|58|76|75
50|18|62|79|72
51|95|12|1|56
52|13|26|15|16
53|39|73|94|43
54|97|88|18|21
55|84|62|44|94
56|26|88|46|60
57|52|95|34|83
58|46|55|20|56
59|56|32|11|18
60|58|41|34|67
61|60|59|9|27
62|63|84|14|26
63|30|77|19|40
64|58|12|100|48
65|99|53|97|82
66|41|66|3|29
67|94|72|47|77
68|12|86|43|11
69|49|92|4|22
70|75|61|48|19
71|58|89|59|72
72|63|55|87|15
73|19|69|63|71
74|66|55|100|36
75|33|79|12|85
76|77|86|96|67
77|45|53|90|54
78|21|67|73|60
79|39|98|98|33
80|6|98|14|82
81|24|52|52|31
82|84|62|67|20
83|41|25|4|56
84|38|87|23|74
85|36|23|94|48
86|76|99|74|51
87|42|76|85|20
88|48|83|1|87
89|70|81|84|16
90|55|58|37|1
91|3|87|23|61
92|23|12|34|37
93|83|5|51|73
94|97|88|90|24
95|93|67|44|49
96|71|55|1|47
97|55|6|29|1
98|47|18|69|27
99|92|68|88|46
100|39|5|49|95
101|81|76|33|42
102|52|3|32|52
103|27|60|0|1
104|69|43|14|83
105|87|14|84|18
106|92|84|12|82
107|23|97|94|48
108|95|23|42|69
109|58|68|10|66
110|81|34|18|61
111|5|64|29|2
112|93|39|86|4
113|68|48|23|29
114|20|37|77|31
115|84|29|45|88
116|96|42|56|21
117|78|65|87|59
118|67|97|20|92
119|33|56|94|8
120|6|33|79|11
121|24|99|40|68
122|86|36|65|36
123|69|92|90|65
124|6|23|52|23
125|35|52|82|52
126|39|40|9|98
127|8|87|72|41
128|92|85|52|95
129|27|63|62|54
130|47|90|56|60
131|82|47|91|29
132|71|99|18|33
133|85|88|85|22
134|5|32|87|17
135|49|72|24|42
136|15|68|2|60
137|15|25|80|5
138|10|27|31|57
139|82|15|53|68
140|42|88|0|78
141|80|55|100|72
142|13|72|55|39
143|75|58|81|85
144|31|68|10|86
145|59|22|57|70
146|34|44|93|2
147|6|24|71|74
148|21|77|17|19
149|40|11|91|99
150|27|23|37|79
151|16|52|29|42
152|11|99|27|13
153|5|47|49|19
154|43|12|21|15
155|31|56|55|35
156|60|68|55|50
157|32|29|14|22
158|97|90|67|79
159|17|45|21|69
160|74|33|82|97
161|11|84|15|3
162|74|0|85|58
163|3|27|60|89
164|84|28|4|98
165|91|19|86|14
166|15|41|94|5
167|86|12|74|50
168|74|77|46|60
169|35|88|29|23
170|51|66|48|24
171|37|82|80|29
172|26|90|26|45
173|9|91|26|5
174|9|5|77|45
175|47|70|61|60
176|33|0|19|22
177|73|10|12|99
178|2|46|22|81
179|25|57|76|53
180|50|79|98|54
181|53|25|26|9
182|93|18|21|40
183|99|59|0|23
184|48|12|45|22
185|47|79|20|62
186|12|49|9|48
187|57|83|0|62
188|89|17|83|99
189|75|55|74|29
190|99|68|35|62
191|50|55|85|30
192|73|10|19|20
193|34|54|83|69
194|63|22|16|92
195|98|68|19|27
196|88|54|92|1
197|89|47|97|19
198|89|57|81|1
199|46|40|99|87
200|74|39|7|47
201|32|33|82|37
202|90|41|95|54
203|70|73|48|29
204|34|20|97|23
205|35|95|42|30
206|10|93|98|24
207|42|8|78|49
208|51|91|62|68
209|64|7|71|52
210|46|69|5|90
211|49|62|85|25
212|88|81|49|96
213|65|58|25|31
214|42|20|22|33
215|72|19|48|30
216|45|31|98|22
217|98|88|74|28
218|55|48|17|76
219|56|14|1|90
220|66|79|85|55
221|36|77|86|86
222|73|88|18|50
223|71|91|80|22
224|44|39|44|63
225|22|38|91|42
226|9|97|85|60
227|36|27|49|55
228|69|54|9|6
229|41|73|92|41
230|73|76|92|42
231|28|45|30|52
232|50|99|14|24
233|86|1|67|19
234|20|65|45|85
235|90|20|5|36
236|28|54|42|35
237|94|68|43|11
238|31|57|19|86
239|17|14|3|85
240|53|40|9|14
241|98|89|34|98
242|45|5|48|27
243|94|14|63|65
244|85|83|66|77
245|98|20|55|47
246|79|22|99|80
247|8|74|64|80
248|97|69|61|38
249|70|84|35|5
250|58|15|32|10
251|16|77|75|2
252|33|1|46|69
253|85|80|16|24
254|78|49|3|30
255|81|46|76|67
256|8|0|5|19
257|10|83|25|2
258|11|6|12|91
259|66|63|59|49
260|6|33|17|76
261|95|20|100|11
262|18|52|7|63
263|23|57|29|75
264|46|30|94|82
265|94|33|50|96
266|69|52|86|25
267|19|68|74|9
268|79|12|85|86
269|16|41|97|3
270|5|89|66|89
271|89|28|63|72
272|15|52|19|1
273|90|28|97|82
274|55|25|73|13
275|35|14|22|73
276|72|34|59|93
277|83|31|96|10
278|5|33|65|78
279|61|24|15|15
280|63|93|16|24
281|31|64|6|0
282|40|10|80|85
283|34|46|57|27
284|1|85|19|98
285|10|14|74|28
286|47|53|5|28
287|66|63|44|50
288|36|18|74|57
289|45|68|57|31
290|84|60|15|49
291|64|28|76|11
292|55|87|9|23
293|31|45|17|48
294|65|60|42|20
295|18|5|70|96
296|97|12|52|84
297|2|38|14|47
298|94|7|96|49
299|29|41|60|55
300|81|11|45|4
301|20|26|18|72
302|23|65|59|59
303|6|29|20|91
304|98|68|74|61
305|29|31|7|91
306|20|1|39|86
307|72|66|40|37
308|25|72|7|51
309|35|97|90|64
310|10|79|89|99
311|99|5|56|13
312|64|59|74|60
313|15|33|51|0
314|42|59|86|90
315|3|5|93|89
316|42|44|5|56
317|3|86|86|11
318|89|76|77|84
319|99|96|97|63
320|4|56|23|10
321|34|6|77|100
322|35|57|55|84
323|80|24|72|30
324|5|89|87|72
325|47|87|49|12
326|60|83|96|95
327|67|98|24|50
328|8|22|26|10
329|49|24|9|82
330|55|46|31|18
331|26|24|49|89
332|50|90|60|50
333|71|95|62|85
334|79|46|79|90
335|12|54|5|9
336|7|62|19|68
337|10|0|16|98
338|27|40|15|67
339|9|65|55|62
340|64|48|11|37
341|37|20|21|56
342|70|8|11|45
343|67|81|20|84
344|67|54|18|46
345|97|33|43|56
346|90|68|22|97
347|15|41|58|52
348|24|83|89|47
349|27|45|70|3
350|16|44|14|10
351|19|71|60|9
352|19|21|55|71
353|15|43|93|93
354|77|89|89|76
355|3|37|27|48
356|20|27|62|89
357|60|98|93|33
358|1|43|9|74
359|66|28|50|79
360|64|69|16|59
361|36|12|17|56
362|2|19|31|13
363|47|93|27|33
364|92|86|21|31
365|95|43|30|30
366|28|82|70|60
367|67|66|4|22
368|67|61|47|24
369|47|28|46|85
370|96|40|64|54
371|49|61|53|6
372|17|43|3|31
373|29|0|27|6
374|74|0|32|81
375|39|5|3|38
376|1|70|62|85
377|23|21|35|50
378|80|44|70|84
379|32|14|90|1
380|60|43|32|84
381|31|12|91|64
382|4|92|44|4
383|98|47|43|15
384|64|18|66|44
385|79|50|60|95
386|57|94|78|21
387|4|80|22|14
388|47|26|99|50
389|13|15|13|2
390|2|67|6|1
391|12|76|16|67
392|8|92|77|31
393|53|83|25|15
394|81|31|36|83
395|17|80|97|95
396|98|27|10|59
397|25|32|61|25
398|4|81|26|15
399|1|11|82|68
400|36|68|99|72
401|32|88|87|58
402|99|91|6|62
403|80|23|22|59
404|58|7|84|11
405|81|75|2|100
406|27|76|15|25
407|92|60|93|25
408|53|29|97|13
409|13|91|37|39
410|7|93|67|51
411|36|4|76|42
412|67|92|53|7
413|14|5|6|80
414|36|99|71|19
415|51|93|10|4
416|75|86|84|66
