1|77|8|15|87
2|22|80|16|77
3|7|8|32|69
4|38|67|3|64
5|40|14|43|61
6|9|48|29|57
7|47|45|61|76
8|7|33|98|79
9|35|43|32|0
10|83|2|43|39
11|85|16|74|37
12|65|58|0|70
13|69|93|30|74
14|57|68|30|78
15|93|81|19|30
16|58|27|9|15
17|27|97|82|51
18|83|38|56|47
19|78|86|84|45
20|47|72|14|22
21|21|32|62|78
22|2|22|21|16
23|41|61|12|84
24|62|82|99|18
25|85|47|35|82
26|10|99|29|37
27|23|30|48|58
28|4|12|80|23
29|46|41|0|7
30|7|70|90|46
31|34|71|96|18
32|61|27|36|84
33|25|35|32|11
34|11|4|49|13
35|45|82|71|69
36|61|85|92|63
37|49|0|36|56
38|38|22|68|41
39|60|11|26|49
40|49|4|32|63
41|64|5|40|93
42|98|85|5|30
43|29|31|65|43
44|80|21|72|84
45|4|84|39|60
46|38|60|67|59
47|34|86|7|24
48|60|63|87|87
49|33|6|79|27
50|5|85|23|66
51|33|30|75|87
52|13|19|70|22
53|45|66|48|87
54|78|7|45|16
55|45|4|40|95
56|31|30|47|61
57|91|94|54|32
58|68|41|64|36
59|34|73|89|73
60|82|72|62|71
61|13|19|57|81
62|52|52|97|65
63|98|60|25|79
64|9|95|5|79
65|74|54|11|74
66|70|78|76|33
67|40|62|72|64
68|24|64|34|54
69|96|48|34|100
70|59|80|64|46
71|89|35|91|60
72|10|29|38|59
73|78|63|99|91
74|79|24|90|70
75|68|35|100|91
76|96|55|10|36
77|61|0|35|15
78|33|37|27|72
79|65|39|31|15
80|56|83|74|67
81|54|84|23|7
82|28|75|43|81
83|83|94|37|0
84|31|87|36|31
85|38|11|13|65
86|15|16|36|90
87|68|44|4|3
88|56|8|36|87
89|72|83|61|25
90|5|8|5|11
91|52|10|78|87
92|82|84|84|47
93|50|41|11|86
94|94|74|42|27
95|22|50|97|84
96|54|89|36|38
97|31|47|64|30
98|72|35|7|45
99|85|69|98|33
100|25|93|81|14
101|5|11|67|47
102|85|29|74|86
103|92|29|69|10
104|6|25|15|26
105|31|19|56|34
106|46|0|79|91
107|77|82|23|79
108|50|69|93|0
109|87|24|47|66
110|92|96|52|54
111|58|75|64|23
112|46|41|49|26
113|93|33|60|70
114|41|71|26|47
115|39|26|25|3
116|77|45|3|80
117|39|21|11|77
118|40|68|30|24
119|89|19|48|74
120|77|87|100|95
121|89|5|30|0
122|78|87|47|45
123|88|30|49|90
124|9|89|69|100
125|77|6|42|70
126|76|24|95|92
127|40|22|65|3
128|12|81|98|71
129|17|95|37|21
130|54|99|32|54
131|92|52|43|80
132|32|80|45|67
133|35|25|2|100
134|38|47|57|23
135|45|34|26|75
136|21|77|45|75
137|41|61|96|67
138|32|57|21|56
139|25|46|1|40
140|99|52|73|32
141|17|91|31|92
142|63|34|14|76
143|31|18|50|60
144|36|76|34|14
145|75|40|81|8
146|11|64|30|99
147|20|3|5|40
148|29|79|72|9
149|65|94|0|24
150|1|13|66|63
151|87|85|22|18
152|33|59|32|85
153|22|9|93|43
154|46|16|7|79
155|67|81|85|30
156|16|74|40|8
157|64|11|99|79
158|2|37|41|42
159|19|57|60|87
160|78|58|71|38
161|97|10|81|17
162|67|26|62|39
163|55|92|69|22
164|25|61|97|58
165|41|9|36|35
166|78|16|44|3
167|54|4|90|58
168|1|23|96|99
169|28|17|15|7
170|23|50|12|96
171|36|40|84|56
172|42|87|80|70
173|68|75|71|67
174|12|92|70|30
175|11|22|54|46
176|43|71|44|39
177|19|90|12|87
178|10|37|48|56
179|48|81|78|94
180|30|1|29|52
181|70|81|85|28
182|67|79|24|99
183|5|99|44|29
184|19|4|69|51
185|91|68|38|80
186|87|63|1|43
187|81|42|2|95
188|22|63|12|5
189|28|55|33|10
190|33|10|75|63
191|45|82|92|96
192|1|44|46|84
193|93|21|29|45
194|76|78|88|19
195|89|23|80|42
196|89|89|13|49
197|7|62|26|39
198|77|24|1|72
199|3|41|33|91
200|71|82|41|25
201|11|58|70|31
202|24|8|50|40
203|52|16|49|31
204|84|19|80|42
205|68|18|47|11
206|11|75|83|92
207|93|1|48|24
208|66|96|15|56
209|77|28|53|91
210|18|49|30|52
211|29|62|83|50
212|13|46|58|82
213|95|81|94|40
214|84|54|98|58
215|8|68|82|51
216|9|0|73|58
217|41|69|48|55
218|28|27|6|57
219|86|0|6|97
220|83|9|79|18
221|51|50|25|54
222|12|56|11|36
223|3|21|53|1
224|2|5|59|3
225|98|77|24|76
226|32|7|32|41
227|45|76|38|2
228|52|87|88|71
229|95|99|91|66
230|78|67|69|35
231|81|90|2|82
232|57|70|51|29
233|37|52|72|86
234|35|74|94|90
235|43|90|93|10
236|25|22|82|100
237|72|47|31|58
238|1|24|59|66
239|83|40|13|0
240|93|70|96|56
241|97|66|8|77
242|19|26|33|45
243|80|2|22|44
244|99|40|9|28
245|23|9|86|80
246|98|90|45|94
247|57|17|60|26
248|23|51|49|61
249|8|90|38|59
250|41|49|70|89
251|48|54|32|32
252|14|91|60|35
253|62|43|81|53
254|57|67|12|27
255|44|54|19|73
256|95|5|33|15
257|18|50|74|14
258|84|97|69|35
259|24|61|67|28
260|99|61|29|55
261|86|78|74|59
262|91|93|52|86
263|25|18|58|84
264|93|38|99|97
265|9|25|77|1
266|66|88|37|15
267|14|2|9|87
268|32|26|41|33
269|64|65|58|50
270|39|7|35|91
271|85|46|74|87
272|99|24|49|43
273|10|0|45|91
274|3|37|72|50
275|41|46|36|12
276|57|19|11|0
277|77|66|50|90
278|80|92|80|27
279|80|97|80|24
280|57|94|34|35
281|88|71|93|59
282|25|59|8|42
283|26|62|55|97
284|52|14|97|44
285|90|78|34|81
286|33|58|74|4
287|58|68|96|58
288|74|16|94|70
289|14|72|28|99
290|20|48|40|60
291|60|99|22|68
292|51|68|11|95
293|62|76|42|27
294|61|80|31|91
295|86|45|49|84
296|94|95|53|61
297|62|93|59|41
298|17|91|67|97
299|42|50|64|19
300|54|22|81|72
301|28|35|65|44
302|87|5|1|39
303|69|57|89|10
304|17|38|37|50
305|97|7|91|72
306|35|32|69|54
307|45|4|40|88
308|84|67|59|27
309|45|44|37|78
310|96|49|83|75
311|95|73|51|78
312|31|84|94|1
313|52|87|40|12
314|41|56|32|21
315|89|35|75|13
316|99|66|6|32
317|76|39|10|76
318|7|33|51|1
319|6|94|46|43
320|85|44|11|6
321|39|59|85|98
322|18|3|85|64
323|83|66|43|13
324|63|44|45|82
325|64|99|58|40
326|52|87|41|44
327|1|9|88|31
328|55|89|3|15
329|7|67|80|73
330|12|90|2|93
331|49|83|5|48
332|40|17|29|53
333|74|47|93|85
334|96|15|29|69
335|80|16|100|79
336|59|6|61|28
337|13|79|67|95
338|32|51|88|59
