1|20|9|2
2|6|20|2
3|9|7|90
4|14|9|15
5|12|7|49
6|19|16|90
7|11|16|75
8|13|18|4
9|12|2|52
10|20|9|44
11|4|20|54
12|9|6|26
13|1|6|83
14|18|11|21
15|19|15|69
16|3|13|60
17|16|15|58
18|4|20|44
19|15|3|91
20|16|2|38
21|9|6|55
22|10|14|68
23|15|15|17
24|13|4|50
25|12|14|24
26|18|16|31
27|11|3|41
28|7|18|57
29|4|12|28
30|2|19|88
31|9|7|54
32|8|9|96
33|3|3|15
34|4|7|69
35|8|19|71
36|5|16|70
37|7|18|56
38|3|4|69
39|10|7|81
40|19|20|75
41|2|9|29
42|10|8|97
43|12|10|3
44|11|6|99
45|6|5|37
46|13|9|20
47|8|15|7
48|17|9|22
49|11|18|42
50|1|9|91
51|10|10|4
52|5|20|5
53|12|3|61
54|13|13|89
55|20|18|71
56|6|3|99
57|10|10|35
58|20|6|56
59|4|8|82
60|7|9|76
61|9|18|92
62|11|14|14
63|20|17|74
64|2|9|17
65|10|8|15
66|1|5|37
67|1|15|19
68|8|6|51
69|3|1|100
70|15|7|80
71|16|7|66
72|18|9|86
73|11|20|69
74|14|2|51
75|13|11|65
76|10|3|46
77|9|4|49
78|1|3|14
79|6|5|98
80|3|19|6
81|7|6|99
82|1|15|9
83|7|5|12
84|2|10|67
85|16|3|95
86|18|4|66
87|17|5|46
88|9|5|70
89|19|3|59
90|9|5|62
91|17|11|87
92|12|11|59
93|8|10|57
94|11|3|56
95|7|18|72
96|5|16|19
97|13|12|2
98|9|12|6
99|14|10|14
100|16|10|93
101|16|7|87
102|13|10|64
103|5|17|8
104|2|19|22
105|12|5|22
106|4|9|7
107|19|14|23
108|11|2|18
109|7|7|39
110|5|14|85
111|19|9|26
112|3|2|95
113|10|18|68
114|6|11|55
115|16|2|92
116|16|5|69
117|10|4|54
118|8|14|93
119|17|12|55
120|7|16|98
121|7|14|85
122|5|8|0
123|5|18|70
124|1|15|85
125|15|3|65
126|14|18|84
127|6|7|25
128|10|6|26
129|8|2|92
130|4|1|36
131|13|7|51
132|3|4|56
133|6|20|15
134|7|20|70
135|18|14|74
136|10|20|16
137|19|5|71
138|11|14|62
139|8|13|5
140|16|8|8
141|11|1|55
142|19|15|36
143|7|13|47
144|11|19|21
145|10|8|80
146|11|9|48
147|1|8|61
148|18|10|39
149|12|18|7
150|7|13|21
151|3|4|78
152|17|14|26
153|14|20|1
154|2|3|39
155|9|12|23
156|9|15|19
157|1|15|9
158|4|4|18
159|5|15|39
160|7|2|29
161|20|4|23
162|1|20|72
163|20|5|65
164|12|18|16
165|13|6|96
166|2|6|9
167|3|6|41
168|11|2|93
169|8|6|27
170|15|4|82
171|6|3|65
172|20|15|31
173|7|15|15
174|18|18|98
175|19|10|65
176|4|3|29
177|14|5|7
178|7|7|58
179|16|15|87
180|19|1|35
181|3|6|22
182|2|17|60
183|12|15|40
184|6|13|30
185|17|3|36
186|5|18|15
187|18|12|51
188|9|10|88
189|1|5|8
190|11|3|53
191|12|5|83
192|7|18|20
193|9|9|71
194|13|6|32
195|6|2|54
196|1|18|29
197|18|16|2
198|19|16|14
199|7|9|22
200|1|19|21
201|7|2|57
202|10|20|96
203|9|9|66
204|15|13|85
205|12|11|47
206|4|11|52
207|14|8|27
208|6|18|46
209|8|5|0
210|7|17|43
211|16|16|41
212|13|5|51
213|8|6|98
214|4|12|87
215|17|3|49
216|11|7|87
217|3|12|48
218|10|17|84
219|5|17|81
220|19|3|46
221|20|10|67
222|5|14|58
223|18|2|38
224|19|17|79
225|5|5|11
226|8|15|23
227|6|18|77
228|10|19|41
229|12|15|29
230|18|14|64
231|13|5|66
232|14|9|91
233|20|7|1
234|3|17|64
235|9|1|95
236|6|1|7
237|12|6|87
238|18|15|92
239|4|7|36
240|6|16|87
241|2|20|19
242|19|14|41
243|9|5|71
244|13|20|4
245|4|8|95
246|20|5|91
247|10|17|46
248|9|14|8
249|6|9|27
250|18|14|82
251|3|7|87
252|4|17|40
253|14|17|33
254|1|9|37
255|17|5|98
256|14|16|57
257|10|5|40
258|4|5|90
259|12|10|46
260|18|8|4
261|19|2|28
262|12|6|83
263|18|11|25
264|1|3|56
265|2|20|40
266|11|13|4
267|17|2|56
268|18|17|47
269|13|8|3
270|7|5|93
271|7|16|34
272|12|7|81
273|6|17|6
274|4|17|15
275|14|18|77
276|9|1|19
277|6|17|66
278|12|6|64
279|1|18|86
280|12|17|60
281|10|3|67
282|10|6|25
283|6|11|76
284|5|6|85
285|14|20|22
286|6|8|18
287|10|5|63
288|7|8|96
289|1|9|74
290|3|12|8
291|1|2|4
292|6|11|90
293|9|8|14
294|9|12|34
295|4|17|74
296|1|2|72
297|6|11|67
298|11|10|46
299|2|10|58
300|2|12|5
301|18|4|46
302|8|9|82
303|15|10|25
304|13|18|85
305|17|13|39
306|19|14|33
307|13|11|84
308|19|2|24
309|4|15|85
310|10|16|49
311|7|5|11
312|5|4|3
313|13|18|51
314|20|3|29
315|19|19|57
316|15|9|21
317|12|1|73
318|11|11|8
319|12|7|90
320|10|16|22
321|11|2|14
322|16|6|3
323|2|10|12
324|16|1|54
325|8|12|29
326|4|6|45
327|13|9|7
328|12|11|14
329|5|2|46
330|11|3|26
331|17|14|60
332|6|9|93
333|11|2|5
334|5|18|23
335|1|5|63
336|15|8|97
337|9|20|91
338|4|3|61
339|2|7|0
340|5|10|91
341|4|18|49
342|15|3|19
343|4|5|3
344|13|9|87
345|15|1|65
346|8|15|94
347|6|16|94
348|4|19|4
349|5|12|0
350|7|9|72
351|11|12|74
352|9|18|88
353|19|13|15
354|10|18|3
355|19|4|3
