1|6|99
2|3|19
3|5|0
4|1|83
5|6|85
6|4|54
7|10|67
8|7|47
9|5|66
10|4|17
11|1|21
12|2|49
13|10|68
14|11|14
15|10|48
16|1|66
17|7|3
18|5|4
19|2|32
20|6|36
21|7|36
22|6|94
23|5|42
24|9|10
25|4|42
26|8|97
27|5|30
28|6|53
29|3|80
30|10|48
31|10|60
32|12|39
33|9|63
34|11|31
35|5|32
36|9|77
37|4|21
38|6|99
39|5|40
40|8|99
41|10|64
42|4|11
43|7|71
44|12|58
45|5|59
46|2|43
47|12|21
48|2|46
49|8|26
50|2|44
51|7|72
52|7|18
53|3|20
54|1|84
55|6|55
56|2|45
57|6|8
58|9|78
59|6|83
60|1|95
61|9|6
62|7|89
63|6|85
64|12|40
65|3|40
66|2|61
67|2|33
68|2|69
69|8|25
70|10|78
71|5|1
72|8|26
73|12|43
74|10|53
75|8|4
76|2|97
77|4|15
78|4|30
79|12|85
80|10|76
81|11|81
82|3|1
83|7|82
84|11|32
85|2|87
86|11|51
87|2|35
88|8|26
89|6|46
90|5|33
91|6|57
92|9|53
93|6|80
94|6|37
95|10|80
96|10|18
97|6|15
98|3|41
99|4|53
100|9|32
101|12|49
102|6|21
103|6|88
104|10|90
105|9|56
106|4|75
107|12|81
108|7|49
109|3|76
110|5|17
111|7|64
112|3|46
113|2|54
114|3|68
115|9|88
116|5|76
117|6|47
118|12|50
119|11|9
120|6|33
121|7|92
122|1|42
123|12|2
124|10|62
125|3|5
126|5|61
127|3|15
128|12|76
129|3|22
130|12|5
131|5|9
132|6|76
133|6|42
134|5|92
135|2|30
136|2|45
137|6|98
138|9|60
139|6|6
140|10|5
141|3|65
142|9|45
143|12|1
144|1|41
145|2|95
146|4|62
147|12|91
148|7|61
149|1|64
150|12|14
151|12|6
152|1|81
153|7|10
154|1|31
155|2|54
156|12|92
157|3|31
158|1|27
159|7|51
160|11|47
161|12|78
162|5|14
163|6|11
164|7|31
165|6|56
166|12|98
167|11|68
168|2|57
169|9|12
170|1|22
171|8|53
172|6|51
173|11|44
174|12|8
175|2|11
176|9|7
177|8|28
178|4|88
179|8|25
180|4|42
181|8|29
182|11|71
183|3|48
184|7|3
185|10|45
186|2|92
187|10|69
188|12|73
189|5|86
190|8|73
191|1|37
192|11|16
193|1|29
194|6|69
195|5|87
196|1|63
197|7|16
198|2|42
199|7|91
200|9|89
201|6|35
202|5|61
203|8|89
204|2|82
205|11|80
206|2|0
207|5|0
208|11|10
209|10|48
210|4|49
211|4|55
212|6|79
213|3|11
214|8|64
215|6|67
216|9|65
217|5|99
218|1|35
219|5|26
220|4|91
221|6|0
222|1|87
223|8|36
224|10|58
225|7|41
226|11|47
227|2|47
228|1|96
229|6|48
230|9|89
231|3|15
232|9|10
233|1|45
234|10|30
235|10|91
236|7|41
237|9|77
238|9|20
239|3|90
240|2|61
241|4|13
242|3|55
243|12|99
244|4|83
245|2|12
246|8|92
247|8|54
248|6|70
249|9|13
250|5|99
251|4|50
252|1|59
253|7|34
254|9|69
255|8|21
256|1|82
257|5|3
258|7|59
259|2|89
260|1|15
261|2|42
262|3|57
263|7|73
264|9|61
265|12|56
266|5|18
267|9|66
268|7|62
269|10|85
270|3|51
271|8|26
272|7|5
273|6|99
274|12|96
275|3|72
276|7|19
277|3|45
278|4|76
279|1|32
280|8|33
281|10|62
282|11|22
283|1|57
284|8|92
285|12|79
286|7|13
287|12|5
288|3|62
289|6|47
290|5|58
291|10|97
292|7|98
293|11|18
294|6|27
295|6|75
296|11|3
297|9|40
298|12|30
299|2|38
300|10|4
301|12|31
302|3|51
303|9|99
304|9|6
305|4|37
306|5|30
307|3|69
308|9|5
309|4|67
310|12|3
311|11|20
312|4|81
313|11|98
314|7|85
315|2|99
316|8|18
317|4|70
318|9|94
319|12|48
320|5|81
321|9|92
322|11|47
323|11|40
324|11|15
325|1|12
326|7|14
327|1|90
328|9|84
329|6|71
330|7|88
331|7|60
332|8|27
333|8|41
334|1|64
335|4|49
336|1|1
337|5|21
338|6|32
339|3|65
340|12|97
341|7|29
342|10|2
343|1|70
344|1|71
345|9|58
346|12|39
347|1|94
348|4|76
349|3|16
350|7|52
351|12|50
352|10|35
353|2|67
354|2|60
355|4|42
356|11|38
357|3|69
358|12|54
359|5|92
360|4|45
361|7|13
362|7|95
363|3|78
364|6|70
365|1|77
366|7|24
367|11|4
368|7|26
369|4|18
370|8|68
371|5|7
372|8|95
373|5|74
374|6|80
375|6|40
376|2|80
377|8|37
378|6|24
379|10|75
380|3|75
381|3|46
382|2|7
