1|79|29|62|54
2|11|4|13|29
3|22|7|67|80
4|40|7|99|11
5|93|85|22|38
6|61|9|71|5
7|61|88|67|24
8|24|60|91|69
9|22|9|23|81
10|34|5|9|81
11|94|92|60|20
12|15|65|32|93
13|33|16|97|36
14|95|70|7|68
15|91|80|58|47
16|70|11|16|30
17|23|2|77|35
18|44|16|15|97
19|82|63|16|75
20|3|92|33|7
21|37|83|10|3
22|36|9|37|68
23|30|86|81|29
24|62|72|25|77
25|51|60|12|76
26|65|76|72|82
27|48|84|22|100
28|51|82|74|3
29|67|35|73|80
30|78|83|13|59
31|72|4|54|47
32|95|63|24|92
33|98|84|67|68
34|55|36|15|30
35|80|56|97|60
36|37|54|63|42
37|32|80|89|52
38|21|67|77|81
39|5|72|95|86
40|25|24|77|55
41|65|65|89|82
42|61|33|79|4
43|56|75|65|33
44|12|91|76|62
45|37|59|80|39
46|68|71|86|60
47|93|28|45|27
48|65|87|83|50
49|53|63|32|9
50|45|67|13|49
51|65|75|83|94
52|43|49|55|100
53|38|14|4|85
54|57|20|44|43
55|72|8|36|33
56|98|1|84|71
57|21|67|80|63
58|24|57|12|41
59|71|63|34|41
60|97|19|40|4
61|25|98|89|79
62|45|98|88|70
63|49|2|2|29
64|74|93|66|30
65|72|41|93|23
66|26|67|64|75
67|37|20|16|48
68|4|54|52|74
69|15|23|52|67
70|59|1|36|93
71|4|71|88|36
72|50|91|66|22
73|76|75|12|37
74|92|1|11|60
75|88|79|74|24
76|12|96|98|16
77|90|10|83|38
78|31|84|30|83
79|53|12|85|45
80|60|68|34|70
81|95|52|6|70
82|29|26|29|60
83|10|79|85|27
84|28|43|43|61
85|36|81|99|84
86|69|98|32|64
87|33|74|76|83
88|6|29|18|42
89|58|3|11|75
90|32|22|35|86
91|67|19|12|38
92|19|86|65|63
93|1|90|47|20
94|3|23|84|69
95|29|40|51|96
96|49|48|37|88
97|34|68|63|34
98|93|90|86|99
99|70|65|2|82
100|8|34|45|29
101|82|31|49|18
102|16|86|87|65
103|68|9|60|92
104|15|89|79|66
105|2|46|67|67
106|57|70|31|87
107|69|92|69|67
108|95|66|63|61
109|70|51|79|39
110|96|60|3|1
111|74|78|59|76
112|84|7|41|4
113|47|81|37|49
114|69|96|2|8
115|64|32|41|32
116|87|71|93|19
117|43|27|58|92
118|41|21|59|38
119|26|62|13|17
120|80|67|21|66
121|25|46|81|54
122|48|46|62|24
123|26|50|22|1
124|62|34|20|54
125|67|77|12|87
126|13|5|24|30
127|9|39|13|76
128|18|15|7|87
129|73|90|7|15
130|26|41|39|22
131|65|16|24|11
132|57|19|31|24
133|74|60|10|27
134|37|26|23|35
135|31|96|10|64
136|52|38|16|60
137|96|93|75|40
138|44|46|63|97
139|30|27|74|13
140|80|8|38|85
141|92|65|78|28
142|79|71|63|20
143|55|26|50|6
144|41|57|66|26
145|11|62|66|48
146|2|93|11|27
147|79|53|40|43
148|14|20|27|4
149|51|20|32|74
150|51|0|61|42
151|66|42|48|90
152|83|12|15|33
153|64|96|81|41
154|65|15|68|21
155|21|62|64|99
156|24|69|2|10
157|1|94|50|100
158|14|69|7|63
159|61|89|52|30
160|55|40|29|21
161|81|52|62|89
162|7|27|9|77
163|95|95|76|21
164|24|17|98|58
165|4|87|24|7
166|43|76|37|78
167|43|75|74|20
168|94|6|41|69
169|65|82|23|13
170|64|96|91|68
171|52|50|55|69
172|5|12|93|21
173|35|57|28|56
174|83|83|33|66
175|18|79|86|8
176|10|79|43|55
177|86|86|69|27
178|84|52|61|2
179|49|30|37|66
180|42|49|87|33
181|63|48|89|92
182|20|98|57|32
183|77|76|40|2
184|63|83|24|63
185|41|64|56|79
186|32|49|47|40
187|16|30|72|67
188|80|52|66|90
189|77|38|81|18
190|88|47|17|35
191|3|78|4|12
192|96|52|41|20
193|17|66|99|36
194|42|84|42|11
195|30|23|78|6
196|53|47|96|10
197|1|10|96|5
198|1|12|6|58
199|69|83|36|41
200|15|39|62|57
201|97|55|59|17
202|39|20|95|99
203|1|1|4|18
204|39|22|96|78
205|53|85|83|55
206|98|52|12|70
207|65|14|11|71
208|71|26|94|29
209|66|11|47|2
210|27|88|68|33
211|44|83|18|27
212|28|68|71|13
213|38|100|69|37
214|26|70|6|75
215|78|82|11|52
216|5|93|82|54
217|81|82|22|77
218|59|33|10|47
219|63|70|40|32
220|44|85|12|76
221|52|58|12|40
222|92|74|81|89
223|40|93|41|23
224|30|42|43|88
225|42|44|64|50
226|19|1|64|82
227|70|88|81|74
228|58|88|49|11
229|62|15|17|66
230|82|30|21|13
231|23|22|2|54
232|91|68|7|31
233|52|3|47|31
234|73|61|80|78
235|87|32|52|61
236|47|57|39|91
237|94|98|56|73
238|12|2|86|77
239|7|13|97|19
240|10|39|50|43
241|51|61|41|18
242|17|88|62|54
243|90|0|82|31
