1|10|1|1|1|1
1|11|0|0|0|0
1|18|2|0|1|1
1|21|0|0|0|0
1|21|1|1|0|1
1|23|0|1|1|0
1|8|1|1|1|1
2|13|1|0|1|1
2|13|1|1|0|1
2|16|0|0|1|1
2|20|0|0|1|1
2|23|2|0|0|0
2|24|0|1|1|1
2|24|2|1|1|0
3|11|2|0|1|0
3|12|2|1|1|1
3|16|0|1|1|1
3|19|1|1|0|0
3|19|2|1|0|1
3|8|2|0|0|0
3|9|0|1|0|1
4|10|0|1|0|0
4|16|0|1|1|0
4|16|1|1|1|1
4|16|2|1|1|1
4|17|0|1|1|1
4|18|0|1|1|1
4|23|1|1|0|0
5|12|1|1|0|1
5|14|1|0|1|1
5|16|1|1|1|0
5|17|1|0|1|0
5|17|1|1|1|1
5|18|1|0|1|0
5|20|1|0|0|0
6|10|0|0|0|0
6|13|1|1|0|1
6|14|1|0|1|0
6|21|1|0|0|1
6|21|1|1|1|0
6|22|2|1|1|1
6|23|1|0|0|1
7|15|0|0|0|0
7|18|1|1|0|0
7|18|1|1|1|1
7|21|0|1|0|1
7|23|0|0|1|0
7|23|0|1|0|1
7|8|2|0|1|1
8|11|0|0|1|0
8|13|2|0|1|0
8|14|2|1|1|0
8|15|0|1|0|1
8|19|0|1|0|0
8|19|0|1|1|0
8|20|1|1|0|0
9|11|2|0|1|1
9|12|0|0|1|0
9|18|2|0|0|1
9|20|2|1|0|0
9|22|0|1|1|1
9|8|1|1|0|0
9|9|2|0|0|1
10|10|0|1|0|1
10|12|1|0|1|0
10|15|0|0|0|1
10|17|2|0|1|1
10|19|2|0|0|1
10|8|0|1|0|0
10|8|0|1|1|1
11|10|0|0|1|1
11|16|0|0|0|0
11|16|2|0|1|1
11|18|1|0|0|0
11|18|1|0|1|0
11|18|2|0|1|1
11|24|0|0|0|1
12|11|2|0|0|0
12|17|2|0|0|0
12|20|2|0|0|0
12|21|1|1|0|0
12|23|1|0|0|0
12|24|0|0|0|1
12|24|2|0|1|1
13|10|0|1|1|1
13|16|0|0|0|0
13|16|0|0|1|0
13|19|0|1|0|1
13|19|2|1|0|0
13|21|1|1|0|1
13|9|1|1|0|0
14|11|1|0|1|0
14|14|2|0|0|0
14|15|1|0|0|1
14|17|0|0|1|0
14|20|1|1|1|1
14|21|2|1|1|0
14|8|2|1|0|1
15|14|1|0|0|1
15|18|0|0|0|1
15|18|1|0|0|0
15|18|2|1|1|1
15|19|1|0|1|1
15|19|1|1|0|0
15|24|0|1|0|0
16|10|1|0|0|1
