1|16|4|27
2|16|15|41
3|12|15|8
4|18|14|98
5|8|13|91
6|20|3|32
7|18|3|84
8|17|13|50
9|19|17|55
10|3|9|28
11|8|17|5
12|2|4|69
13|5|8|32
14|12|5|85
15|2|4|25
16|16|4|72
17|15|1|10
18|3|17|51
19|16|7|11
20|14|2|53
21|19|1|6
22|16|2|81
23|10|19|15
24|7|2|41
25|18|3|84
26|13|19|82
27|2|5|59
28|14|7|9
29|10|3|19
30|2|8|48
31|15|6|26
32|16|13|81
33|13|3|86
34|4|1|16
35|4|18|37
36|16|2|3
37|2|4|48
38|17|9|20
39|13|10|4
40|15|11|54
41|10|18|31
42|13|5|6
43|9|17|84
44|4|13|27
45|19|16|20
46|9|11|56
47|17|5|4
48|1|13|77
49|12|5|56
50|4|11|53
51|8|12|21
52|17|4|67
53|10|5|1
54|18|20|76
55|6|18|97
56|3|19|12
57|2|15|6
58|16|8|3
59|10|19|78
60|13|14|50
61|7|1|66
62|9|9|19
63|8|11|90
64|4|8|96
65|3|5|54
66|6|7|68
67|4|1|7
68|5|8|86
69|19|18|23
70|18|10|91
71|19|8|43
72|3|9|42
73|11|16|63
74|15|11|55
75|18|14|44
76|11|11|18
77|1|14|31
78|18|19|54
79|2|17|30
80|16|6|48
81|12|16|93
82|20|19|19
83|16|1|62
84|3|16|53
85|8|13|70
86|18|15|75
87|6|16|45
88|14|5|89
89|9|19|75
90|14|14|80
91|8|5|88
92|1|4|30
93|3|12|59
94|12|14|30
95|11|13|73
96|4|10|5
97|15|15|64
98|3|20|89
99|10|9|30
100|17|2|11
101|17|1|91
102|17|13|8
103|3|7|8
104|2|18|19
105|15|1|97
106|5|4|49
107|18|10|30
108|17|12|1
109|13|13|18
110|15|9|10
111|3|18|25
112|7|14|55
113|14|9|85
114|5|2|10
115|8|16|84
116|4|1|41
117|14|10|23
118|6|18|41
119|9|11|18
120|13|5|60
121|17|19|47
122|2|5|0
123|11|11|48
124|18|15|83
125|3|2|0
126|8|18|75
127|8|11|10
128|17|8|38
129|18|8|45
130|3|20|27
131|8|9|64
132|11|2|77
133|19|12|75
134|15|1|33
135|4|4|4
136|8|3|84
137|5|3|20
138|2|19|44
139|17|8|55
140|10|2|6
141|12|10|7
142|12|12|50
143|8|10|89
144|15|16|74
145|7|19|84
146|1|18|0
147|16|14|64
148|1|16|30
149|13|12|41
150|17|14|46
151|20|5|73
152|3|8|0
153|7|15|97
154|14|1|7
155|1|8|49
156|4|20|22
157|1|16|67
158|20|16|61
159|17|1|76
160|6|17|54
161|5|8|57
162|4|2|48
163|15|8|36
164|6|13|31
165|5|13|31
166|1|8|73
167|7|8|7
168|7|7|21
169|1|16|90
170|19|1|35
171|10|17|63
172|9|1|13
173|3|7|69
174|4|4|17
175|17|8|99
176|17|9|98
177|16|15|79
178|3|1|7
179|13|14|45
180|7|12|100
181|5|14|51
182|14|2|37
183|4|17|93
184|1|12|12
185|2|8|73
186|7|4|54
187|20|11|78
188|9|13|79
189|16|17|16
190|18|3|99
191|12|19|13
192|3|12|50
193|14|7|89
194|3|7|32
195|8|20|78
196|8|19|56
197|8|18|39
198|14|18|69
199|5|5|64
200|17|14|49
201|13|6|90
202|13|20|16
203|7|14|40
204|5|8|98
205|6|15|70
206|6|14|23
207|9|13|89
208|15|19|76
209|13|3|26
210|19|20|50
211|20|4|14
212|20|8|2
213|3|15|50
214|20|11|15
215|8|9|12
216|8|14|11
217|5|3|0
218|12|17|23
219|17|1|24
220|6|19|20
221|8|11|42
222|8|10|37
223|7|12|87
224|19|3|12
225|2|11|80
226|12|10|66
227|16|14|92
228|12|6|30
229|6|2|83
230|2|7|12
231|10|14|69
232|12|13|7
233|2|19|77
234|6|17|51
235|13|11|59
236|7|2|71
237|15|9|9
238|5|20|97
239|3|17|41
240|1|19|1
241|18|20|62
242|16|11|1
243|4|13|91
244|2|10|43
245|15|2|76
246|18|1|33
247|10|15|92
248|8|12|20
249|10|14|73
250|14|15|75
251|7|4|46
252|14|19|62
253|14|2|92
254|4|16|20
255|10|10|96
256|19|8|62
257|1|17|17
258|11|16|88
259|13|6|69
260|20|11|75
261|8|17|52
262|4|3|1
263|2|16|66
264|4|11|19
265|7|20|80
266|12|10|73
267|17|10|35
268|1|1|75
269|3|13|56
270|11|4|53
271|13|12|34
272|10|7|26
273|6|20|31
274|15|15|5
275|19|1|59
276|12|13|68
277|5|1|29
278|6|1|3
279|2|16|9
280|4|6|18
281|15|11|40
282|15|20|19
283|17|5|85
284|6|19|60
285|5|9|66
286|16|1|63
287|4|17|46
288|13|2|67
289|15|3|45
290|1|18|82
291|10|13|86
292|3|19|41
293|1|8|15
294|19|13|75
295|2|10|70
296|14|5|48
297|10|20|82
298|19|4|38
299|8|10|26
300|12|10|33
301|13|12|13
302|17|6|67
303|20|6|18
304|19|16|31
305|9|18|45
306|8|3|51
307|6|13|50
308|13|3|4
309|20|10|50
310|2|13|30
311|2|17|96
312|5|13|19
313|7|12|20
314|8|3|18
315|2|11|4
316|16|18|78
317|15|16|68
318|4|8|20
319|17|19|1
320|20|1|22
321|16|14|31
322|11|18|80
323|3|17|43
324|20|4|35
325|5|17|97
326|7|5|31
327|4|11|19
328|12|14|9
329|3|3|72
330|14|14|0
331|18|9|94
332|18|19|99
333|10|13|81
334|18|4|91
335|16|9|61
336|17|7|35
337|15|10|98
338|20|2|65
339|20|16|41
340|10|9|43
341|13|6|67
342|20|3|74
343|5|5|83
344|18|14|47
345|15|10|51
346|12|18|98
347|13|4|33
348|4|3|57
349|20|14|23
350|19|15|100
351|10|19|76
352|10|19|47
353|19|15|95
354|13|13|61
355|10|7|46
356|7|10|47
357|10|2|27
358|15|5|39
359|1|4|92
360|2|2|89
361|4|4|66
362|11|13|48
363|20|3|67
364|18|7|70
365|17|16|13
366|17|14|58
367|6|4|4
368|18|10|16
369|4|11|59
370|15|4|5
371|20|19|33
372|4|9|8
373|18|1|5
374|7|18|5
375|19|14|23
376|18|10|7
377|17|15|23
378|18|4|3
379|2|7|70
380|2|1|79
381|16|20|30
382|12|16|65
383|1|5|30
384|4|3|88
385|13|2|30
386|10|11|71
387|13|7|55
388|10|4|9
389|5|6|40
390|14|19|37
391|7|14|23
392|18|6|63
393|17|6|70
394|9|1|12
395|9|13|25
396|3|15|56
397|17|19|28
398|18|8|81
399|1|5|96
400|11|18|64
401|4|4|59
402|17|1|46
403|17|18|67
404|2|18|60
405|9|6|97
406|9|8|0
407|7|17|79
408|3|14|88
409|3|14|63
410|20|16|40
411|16|20|66
412|5|8|34
413|11|17|45
414|2|10|28
415|5|10|4
416|20|18|36
417|2|4|62
418|13|18|2
419|12|1|68
420|7|12|63
421|8|7|93
422|4|11|13
423|20|1|86
424|6|14|13
425|20|18|41
426|20|18|94
427|12|11|93
428|7|15|66
429|8|19|61
430|10|5|73
431|19|4|30
432|20|7|60
433|8|19|5
434|12|16|35
435|5|15|39
436|19|7|49
437|10|18|31
438|4|4|65
439|7|11|69
440|11|12|73
441|18|3|17
442|11|2|100
443|15|9|55
444|4|12|95
445|6|16|47
446|5|6|48
447|6|15|1
448|16|18|1
449|1|16|86
450|16|6|18
451|8|15|64
452|3|6|48
453|8|12|83
454|20|15|87
455|6|12|39
456|19|9|81
457|10|14|37
458|6|9|34
459|18|10|4
460|12|17|74
461|9|16|16
462|9|10|94
463|1|18|99
464|2|9|71
465|5|14|43
466|4|5|22
467|19|14|57
468|9|12|79
469|7|1|17
470|13|12|41
471|5|12|91
472|3|20|14
473|6|1|46
474|20|14|74
475|1|18|59
476|6|1|13
477|6|12|85
478|12|12|75
479|6|10|51
480|1|3|65
481|12|19|35
482|11|1|91
483|12|18|81
484|1|9|88
485|7|2|65
486|18|7|16
487|5|4|91
488|17|15|58
489|13|12|19
490|8|12|78
491|15|16|40
492|5|18|90
493|14|1|18
494|16|2|92
495|10|8|47
496|14|17|27
497|11|13|88
498|18|1|17
499|17|13|63
500|5|1|72
501|7|7|20
502|7|11|31
503|19|16|51
504|8|11|94
505|17|13|99
506|16|6|58
507|12|16|51
508|12|6|29
509|19|2|33
510|9|6|14
511|10|4|71
512|19|10|70
513|5|20|36
514|11|19|49
515|11|15|30
516|17|10|78
517|20|2|73
518|6|5|7
519|13|3|39
520|5|11|53
521|8|1|26
522|18|19|65
523|17|15|24
524|4|5|56
525|2|15|18
526|11|4|23
527|18|15|33
528|13|20|34
529|12|5|43
530|13|1|23
531|2|8|12
532|15|5|30
533|16|14|7
534|9|17|62
535|11|18|88
536|8|1|15
537|15|18|70
538|14|2|68
539|18|14|39
540|5|18|16
541|14|11|47
542|15|5|0
543|6|1|14
544|11|1|58
545|12|3|78
546|20|11|39
547|11|5|86
548|16|10|22
549|13|8|24
550|13|4|64
551|6|9|27
552|18|3|5
553|14|20|32
554|16|2|30
555|6|13|56
556|5|5|60
557|13|15|99
558|10|3|4
559|20|15|12
560|4|7|98
561|16|4|50
562|19|1|14
563|7|7|20
564|6|14|41
565|18|11|5
566|12|15|66
567|16|7|71
568|16|8|90
569|17|20|90
570|14|3|77
571|5|18|32
572|17|9|38
573|10|15|93
574|3|20|78
575|8|17|50
576|18|8|54
577|12|15|63
578|1|2|94
579|3|19|2
580|20|4|13
581|15|20|91
582|13|16|26
583|4|6|26
584|1|20|55
585|3|7|44
586|15|5|47
587|2|16|25
588|7|8|7
589|11|3|67
590|15|2|48
591|20|8|49
592|15|20|85
593|10|16|38
594|19|16|62
595|8|11|64
596|17|5|82
597|13|18|13
598|16|16|31
599|1|19|23
600|15|13|12
601|1|4|75
602|18|19|8
603|2|20|52
604|20|19|64
605|8|18|20
606|3|14|37
607|14|18|70
608|13|14|79
609|19|6|59
610|7|20|79
611|20|12|18
612|8|1|67
613|19|3|50
614|14|14|27
615|8|1|87
616|12|16|38
617|20|9|96
618|10|13|49
619|16|11|6
620|19|9|34
621|7|8|48
622|18|7|95
623|19|6|93
624|19|11|13
625|18|18|52
626|13|9|4
627|14|20|85
628|20|10|7
629|3|17|68
630|11|7|24
631|2|5|53
632|5|2|97
633|9|12|62
634|6|11|34
635|9|20|44
636|12|12|10
637|2|5|3
638|20|16|26
639|3|10|91
640|17|12|89
641|19|14|31
642|20|18|4
643|16|6|72
644|9|4|18
645|12|4|71
646|4|15|83
647|4|8|91
648|4|19|92
649|4|2|31
650|13|10|85
651|8|20|51
