1|131|13|1|10|29|0|0|0|8|0
1|131|18|3|9|23|1|1|0|2|10
1|131|8|2|10|2|1|0|0|3|6
1|62|49|8|6|32|1|0|0|7|1
1|78|86|8|10|14|0|0|1|9|10
2|136|47|5|8|2|1|0|1|1|1
2|157|21|3|6|20|1|0|0|6|9
2|17|3|7|9|35|0|1|1|7|7
2|63|67|2|1|17|1|0|0|8|7
2|76|86|7|9|10|0|0|0|1|9
3|154|81|8|4|30|1|0|1|0|7
3|169|48|2|8|45|1|1|1|9|8
3|185|17|5|9|20|1|1|0|0|8
3|32|94|3|10|9|1|0|0|8|7
3|70|93|2|1|32|1|1|1|2|9
4|130|69|6|4|32|0|1|1|8|2
4|143|89|8|7|15|1|1|1|3|6
4|144|99|7|4|11|1|0|1|3|4
4|20|44|8|9|44|1|0|1|3|4
4|86|98|5|9|40|0|1|0|2|1
5|132|12|3|5|19|1|1|0|7|10
5|159|42|3|6|19|0|1|1|1|5
5|193|6|10|8|47|0|0|1|3|7
5|46|46|4|4|35|0|0|0|2|1
5|66|60|10|4|16|0|0|0|4|8
6|122|76|4|5|31|1|1|1|4|1
6|152|36|9|7|12|0|0|1|4|3
6|27|38|3|10|33|0|0|1|0|7
6|68|16|2|1|40|1|0|0|0|9
6|82|59|4|9|38|1|0|0|4|0
7|10|43|1|8|41|0|1|0|5|8
7|136|36|3|10|23|1|0|0|7|0
7|16|95|7|3|30|1|1|0|3|1
7|22|50|9|3|18|1|0|0|6|0
7|30|3|4|3|49|1|1|1|7|3
8|146|83|6|6|35|1|0|0|2|5
8|148|19|4|6|14|1|0|1|0|5
8|22|17|10|10|9|0|0|1|6|0
8|42|41|5|3|16|0|0|1|4|9
8|48|50|5|1|5|1|1|0|6|4
9|194|44|4|9|6|0|1|0|2|2
9|22|64|5|2|33|0|0|1|3|0
9|25|18|7|6|44|0|1|0|5|0
9|46|3|3|9|27|0|0|0|5|3
9|64|13|9|8|35|0|1|1|3|2
10|111|21|5|10|16|0|1|1|1|10
10|111|46|10|1|30|0|1|1|0|6
10|147|63|9|2|8|1|1|0|1|5
10|44|62|5|8|25|1|1|0|1|9
10|92|56|8|9|22|1|1|0|1|9
11|128|61|1|8|9|1|1|1|4|7
11|175|90|8|5|42|0|0|1|4|1
11|183|97|3|7|49|0|0|0|8|3
11|44|1|7|1|17|0|1|0|1|6
11|71|42|3|7|3|1|0|0|5|8
12|107|7|8|9|18|0|1|1|4|5
12|38|9|8|9|11|1|1|0|2|3
12|50|35|1|5|29|1|0|0|3|8
12|57|20|6|9|21|1|1|1|9|3
12|98|48|10|5|35|1|0|1|8|4
13|158|10|3|1|32|1|1|1|2|6
13|75|75|2|7|43|0|1|1|4|9
13|84|33|9|2|48|0|0|1|1|2
13|90|1|8|10|23|1|0|0|0|3
13|98|57|8|2|48|1|1|0|3|2
14|167|74|3|3|11|0|1|0|6|2
14|17|5|2|6|47|0|1|0|7|2
14|181|65|4|5|38|1|1|1|4|9
14|38|60|7|1|0|1|1|1|4|9
14|87|81|7|4|35|1|1|0|9|6
15|29|24|1|9|33|0|1|1|3|6
15|37|36|5|2|38|0|0|1|3|4
15|40|38|4|9|45|1|0|0|6|1
15|86|41|10|1|37|0|1|1|5|0
15|88|82|1|3|0|1|0|1|9|8
16|124|78|1|5|49|1|0|0|3|6
16|125|29|10|3|3|1|1|0|2|7
16|12|76|4|8|15|0|1|0|5|6
16|139|12|3|6|45|0|0|1|1|10
16|76|22|7|6|48|0|1|0|8|6
17|126|40|10|10|47|0|0|0|4|3
17|172|77|5|9|15|0|1|0|4|0
17|26|7|2|4|1|1|1|1|8|7
17|45|53|5|6|9|1|1|1|0|4
17|94|92|10|4|20|0|0|1|2|8
18|168|58|8|3|18|1|0|1|2|10
18|171|86|3|8|9|0|0|1|1|0
18|172|96|3|2|45|1|0|1|4|5
18|28|50|8|2|50|0|1|1|1|4
18|42|58|1|2|24|1|0|1|9|2
19|113|49|1|6|4|1|1|0|4|2
19|195|58|1|4|3|0|0|0|4|9
19|21|19|6|1|50|0|0|1|6|3
19|55|2|2|7|37|0|0|1|6|9
19|64|96|4|1|30|1|1|0|6|1
20|118|25|1|6|38|1|0|1|3|9
20|121|1|10|3|37|1|1|1|6|8
20|77|2|1|9|6|0|0|0|9|9
20|77|38|2|6|3|0|0|1|9|10
20|90|24|5|9|44|1|0|1|2|6
21|129|42|10|9|36|0|1|0|2|1
21|129|7|10|5|24|1|1|1|2|0
21|131|20|6|7|6|0|0|1|5|8
21|73|31|6|2|17|1|1|1|6|10
21|92|66|2|7|27|0|0|0|0|9
22|108|68|3|9|26|0|0|0|7|4
22|156|48|4|1|29|1|1|1|9|0
22|161|17|8|4|26|0|1|1|9|7
22|189|22|9|8|15|1|0|0|0|1
22|46|7|6|5|6|0|1|1|5|8
23|115|31|10|10|50|0|1|0|3|7
23|138|85|2|1|19|0|0|0|3|1
23|142|19|4|4|45|0|1|1|6|5
23|168|26|3|10|3|0|1|0|5|4
23|97|97|1|4|10|0|1|0|3|10
24|114|11|4|8|46|0|1|1|9|10
24|127|20|7|9|42|1|0|0|7|1
24|187|45|9|8|38|1|0|0|0|8
24|30|74|6|1|33|1|0|0|2|9
24|52|14|2|3|22|0|0|1|8|10
25|107|12|3|1|34|1|1|1|0|3
25|163|57|5|9|30|0|1|0|6|10
25|200|87|4|8|44|1|1|1|9|9
25|66|79|9|1|9|1|1|1|5|9
25|88|3|4|4|1|1|0|1|3|6
26|124|3|8|10|31|0|0|1|1|10
26|197|87|2|9|17|1|0|1|9|7
26|22|7|8|3|25|0|1|0|2|4
26|33|65|5|10|45|1|0|1|2|9
26|59|58|4|10|17|1|1|1|6|0
27|121|76|8|5|43|0|0|0|7|7
27|145|77|4|5|0|0|1|1|2|6
27|161|90|3|2|4|1|1|0|2|8
27|60|3|10|6|8|0|1|1|2|0
27|64|36|10|7|19|0|0|0|1|9
28|10|91|7|3|48|0|0|1|1|8
28|146|51|9|6|14|0|1|0|4|10
28|178|91|10|3|2|1|0|1|3|6
28|25|37|5|9|37|1|0|1|4|7
28|82|69|9|3|24|0|0|1|7|2
29|148|70|4|6|24|0|1|1|5|5
29|163|95|5|2|6|0|0|1|5|1
29|175|31|6|5|2|0|0|1|9|3
29|190|50|4|8|34|0|0|0|0|5
29|80|45|6|3|1|1|0|0|3|8
30|102|91|5|2|50|1|1|1|0|3
30|138|62|1|1|28|0|0|0|7|3
30|57|50|6|10|19|0|0|1|0|1
30|70|57|4|2|16|0|1|1|4|1
30|78|41|10|5|4|0|0|1|7|0
31|111|53|10|4|16|0|0|0|7|8
31|19|60|6|1|42|0|1|1|0|10
31|22|79|4|8|8|1|1|1|9|0
31|35|58|8|9|25|0|0|0|3|5
31|50|58|2|7|24|1|1|0|5|4
32|107|62|10|4|1|0|1|0|1|5
32|115|92|3|4|5|0|0|0|9|4
32|191|18|1|7|0|0|1|1|6|2
32|27|80|1|7|30|1|0|1|9|5
32|77|80|6|4|28|0|1|1|5|0
33|103|1|2|4|9|0|1|0|1|2
33|163|15|4|4|34|0|0|1|7|0
33|182|9|4|8|9|1|0|1|7|9
33|72|47|7|6|26|0|0|0|0|6
33|81|82|4|7|12|0|1|1|7|3
34|113|40|8|8|47|1|0|1|1|9
34|156|79|3|2|37|1|1|1|9|1
34|184|92|2|1|2|1|1|0|7|8
34|77|87|4|4|41|1|1|0|3|2
34|86|24|6|4|45|1|1|1|3|2
35|117|83|10|10|13|0|0|1|9|5
35|120|28|3|1|49|0|1|1|8|9
35|15|95|6|8|15|0|1|0|0|1
35|166|84|2|1|13|0|1|1|6|2
35|37|68|1|9|15|1|1|0|8|8
36|126|13|4|4|4|0|0|1|1|4
36|141|64|7|5|12|0|0|1|0|9
36|170|58|10|4|29|1|0|1|7|9
36|35|88|10|3|17|1|1|0|9|10
36|48|91|5|10|20|0|1|1|7|3
37|131|81|5|4|43|0|1|0|5|7
37|135|31|1|1|23|0|0|0|1|7
37|14|55|6|5|17|0|0|0|2|0
37|176|41|2|7|22|0|1|0|2|10
37|190|32|8|6|16|1|0|1|2|7
38|115|92|1|1|25|1|0|0|7|5
38|13|58|1|7|42|0|1|1|2|8
38|173|3|6|4|41|0|0|0|7|2
38|36|76|9|2|18|1|1|1|4|2
38|43|23|9|1|0|0|0|0|1|3
39|134|7|1|9|43|0|1|0|9|10
39|16|15|5|9|22|0|0|0|6|6
39|195|15|3|7|48|0|0|0|1|3
39|20|19|6|3|49|0|0|0|2|3
39|62|84|7|8|37|0|1|0|8|6
40|103|63|6|8|7|0|1|1|1|1
40|122|27|4|10|25|1|1|0|7|3
40|175|11|1|7|24|0|0|0|1|4
40|21|44|2|10|0|1|0|1|1|9
40|50|21|2|10|22|0|0|0|7|5
41|100|60|8|3|11|0|0|1|7|1
41|136|37|7|10|1|0|0|1|6|3
41|199|22|9|8|3|0|0|1|5|7
41|25|35|3|9|11|1|1|0|0|6
41|47|79|5|10|49|1|1|1|9|5
42|104|86|10|9|46|1|0|1|5|8
42|120|38|3|3|28|0|1|0|9|4
42|16|28|2|6|4|0|1|1|2|1
42|65|57|10|7|9|0|1|1|4|1
42|77|79|1|9|47|0|0|1|0|8
43|114|83|5|10|33|1|0|0|5|7
