1|131|13|1|10|29|0|0|0|8|0
1|131|18|3|9|23|1|1|0|2|10
1|62|49|8|6|32|1|0|0|7|1
1|78|86|8|10|14|0|0|1|9|10
2|131|8|2|10|2|1|0|0|3|6
2|136|47|5|8|2|1|0|1|1|1
2|157|21|3|6|20|1|0|0|6|9
2|63|67|2|1|17|1|0|0|8|7
3|17|3|7|9|35|0|1|1|7|7
3|185|17|5|9|20|1|1|0|0|8
3|70|93|2|1|32|1|1|1|2|9
3|76|86|7|9|10|0|0|0|1|9
4|144|99|7|4|11|1|0|1|3|4
4|154|81|8|4|30|1|0|1|0|7
4|169|48|2|8|45|1|1|1|9|8
4|32|94|3|10|9|1|0|0|8|7
5|130|69|6|4|32|0|1|1|8|2
5|143|89|8|7|15|1|1|1|3|6
5|20|44|8|9|44|1|0|1|3|4
5|86|98|5|9|40|0|1|0|2|1
6|132|12|3|5|19|1|1|0|7|10
6|159|42|3|6|19|0|1|1|1|5
6|193|6|10|8|47|0|0|1|3|7
6|46|46|4|4|35|0|0|0|2|1
7|152|36|9|7|12|0|0|1|4|3
7|27|38|3|10|33|0|0|1|0|7
7|66|60|10|4|16|0|0|0|4|8
7|68|16|2|1|40|1|0|0|0|9
8|122|76|4|5|31|1|1|1|4|1
8|16|95|7|3|30|1|1|0|3|1
8|22|50|9|3|18|1|0|0|6|0
8|82|59|4|9|38|1|0|0|4|0
9|10|43|1|8|41|0|1|0|5|8
9|136|36|3|10|23|1|0|0|7|0
9|146|83|6|6|35|1|0|0|2|5
9|30|3|4|3|49|1|1|1|7|3
10|148|19|4|6|14|1|0|1|0|5
10|22|17|10|10|9|0|0|1|6|0
10|42|41|5|3|16|0|0|1|4|9
10|48|50|5|1|5|1|1|0|6|4
11|194|44|4|9|6|0|1|0|2|2
11|25|18|7|6|44|0|1|0|5|0
11|46|3|3|9|27|0|0|0|5|3
11|64|13|9|8|35|0|1|1|3|2
12|111|21|5|10|16|0|1|1|1|10
12|22|64|5|2|33|0|0|1|3|0
12|44|62|5|8|25|1|1|0|1|9
12|92|56|8|9|22|1|1|0|1|9
13|111|46|10|1|30|0|1|1|0|6
13|128|61|1|8|9|1|1|1|4|7
13|147|63|9|2|8|1|1|0|1|5
13|175|90|8|5|42|0|0|1|4|1
14|183|97|3|7|49|0|0|0|8|3
14|44|1|7|1|17|0|1|0|1|6
14|71|42|3|7|3|1|0|0|5|8
14|98|48|10|5|35|1|0|1|8|4
15|107|7|8|9|18|0|1|1|4|5
15|38|9|8|9|11|1|1|0|2|3
15|50|35|1|5|29|1|0|0|3|8
15|57|20|6|9|21|1|1|1|9|3
16|158|10|3|1|32|1|1|1|2|6
16|75|75|2|7|43|0|1|1|4|9
16|90|1|8|10|23|1|0|0|0|3
16|98|57|8|2|48|1|1|0|3|2
17|17|5|2|6|47|0|1|0|7|2
17|38|60|7|1|0|1|1|1|4|9
17|84|33|9|2|48|0|0|1|1|2
17|87|81|7|4|35|1|1|0|9|6
18|167|74|3|3|11|0|1|0|6|2
18|181|65|4|5|38|1|1|1|4|9
18|40|38|4|9|45|1|0|0|6|1
18|88|82|1|3|0|1|0|1|9|8
19|29|24|1|9|33|0|1|1|3|6
19|37|36|5|2|38|0|0|1|3|4
19|76|22|7|6|48|0|1|0|8|6
19|86|41|10|1|37|0|1|1|5|0
20|124|78|1|5|49|1|0|0|3|6
20|125|29|10|3|3|1|1|0|2|7
20|12|76|4|8|15|0|1|0|5|6
20|139|12|3|6|45|0|0|1|1|10
21|126|40|10|10|47|0|0|0|4|3
21|172|77|5|9|15|0|1|0|4|0
21|26|7|2|4|1|1|1|1|8|7
21|45|53|5|6|9|1|1|1|0|4
22|172|96|3|2|45|1|0|1|4|5
22|28|50|8|2|50|0|1|1|1|4
22|42|58|1|2|24|1|0|1|9|2
22|94|92|10|4|20|0|0|1|2|8
23|168|58|8|3|18|1|0|1|2|10
23|171|86|3|8|9|0|0|1|1|0
23|195|58|1|4|3|0|0|0|4|9
23|55|2|2|7|37|0|0|1|6|9
24|113|49|1|6|4|1|1|0|4|2
24|21|19|6|1|50|0|0|1|6|3
24|64|96|4|1|30|1|1|0|6|1
24|77|2|1|9|6|0|0|0|9|9
25|118|25|1|6|38|1|0|1|3|9
25|121|1|10|3|37|1|1|1|6|8
25|77|38|2|6|3|0|0|1|9|10
25|90|24|5|9|44|1|0|1|2|6
26|129|42|10|9|36|0|1|0|2|1
26|129|7|10|5|24|1|1|1|2|0
26|131|20|6|7|6|0|0|1|5|8
26|92|66|2|7|27|0|0|0|0|9
27|108|68|3|9|26|0|0|0|7|4
27|189|22|9|8|15|1|0|0|0|1
27|46|7|6|5|6|0|1|1|5|8
27|73|31|6|2|17|1|1|1|6|10
28|138|85|2|1|19|0|0|0|3|1
28|156|48|4|1|29|1|1|1|9|0
28|161|17|8|4|26|0|1|1|9|7
28|97|97|1|4|10|0|1|0|3|10
29|114|11|4|8|46|0|1|1|9|10
29|115|31|10|10|50|0|1|0|3|7
29|142|19|4|4|45|0|1|1|6|5
29|168|26|3|10|3|0|1|0|5|4
30|127|20|7|9|42|1|0|0|7|1
30|187|45|9|8|38|1|0|0|0|8
30|30|74|6|1|33|1|0|0|2|9
30|52|14|2|3|22|0|0|1|8|10
31|107|12|3|1|34|1|1|1|0|3
31|163|57|5|9|30|0|1|0|6|10
31|66|79|9|1|9|1|1|1|5|9
31|88|3|4|4|1|1|0|1|3|6
32|200|87|4|8|44|1|1|1|9|9
32|22|7|8|3|25|0|1|0|2|4
32|33|65|5|10|45|1|0|1|2|9
32|59|58|4|10|17|1|1|1|6|0
33|121|76|8|5|43|0|0|0|7|7
33|124|3|8|10|31|0|0|1|1|10
33|197|87|2|9|17|1|0|1|9|7
33|64|36|10|7|19|0|0|0|1|9
34|145|77|4|5|0|0|1|1|2|6
34|161|90|3|2|4|1|1|0|2|8
34|60|3|10|6|8|0|1|1|2|0
34|82|69|9|3|24|0|0|1|7|2
35|10|91|7|3|48|0|0|1|1|8
35|146|51|9|6|14|0|1|0|4|10
35|178|91|10|3|2|1|0|1|3|6
35|25|37|5|9|37|1|0|1|4|7
36|148|70|4|6|24|0|1|1|5|5
36|163|95|5|2|6|0|0|1|5|1
36|190|50|4|8|34|0|0|0|0|5
36|80|45|6|3|1|1|0|0|3|8
37|102|91|5|2|50|1|1|1|0|3
37|175|31|6|5|2|0|0|1|9|3
37|70|57|4|2|16|0|1|1|4|1
37|78|41|10|5|4|0|0|1|7|0
38|138|62|1|1|28|0|0|0|7|3
38|22|79|4|8|8|1|1|1|9|0
38|35|58|8|9|25|0|0|0|3|5
38|57|50|6|10|19|0|0|1|0|1
39|111|53|10|4|16|0|0|0|7|8
39|191|18|1|7|0|0|1|1|6|2
39|19|60|6|1|42|0|1|1|0|10
39|50|58|2|7|24|1|1|0|5|4
40|107|62|10|4|1|0|1|0|1|5
40|115|92|3|4|5|0|0|0|9|4
40|27|80|1|7|30|1|0|1|9|5
40|77|80|6|4|28|0|1|1|5|0
41|103|1|2|4|9|0|1|0|1|2
41|182|9|4|8|9|1|0|1|7|9
41|72|47|7|6|26|0|0|0|0|6
41|81|82|4|7|12|0|1|1|7|3
42|156|79|3|2|37|1|1|1|9|1
42|163|15|4|4|34|0|0|1|7|0
42|77|87|4|4|41|1|1|0|3|2
42|86|24|6|4|45|1|1|1|3|2
43|113|40|8|8|47|1|0|1|1|9
43|117|83|10|10|13|0|0|1|9|5
43|184|92|2|1|2|1|1|0|7|8
43|37|68|1|9|15|1|1|0|8|8
44|120|28|3|1|49|0|1|1|8|9
44|126|13|4|4|4|0|0|1|1|4
44|15|95|6|8|15|0|1|0|0|1
44|166|84|2|1|13|0|1|1|6|2
45|141|64|7|5|12|0|0|1|0|9
45|170|58|10|4|29|1|0|1|7|9
45|35|88|10|3|17|1|1|0|9|10
45|48|91|5|10|20|0|1|1|7|3
46|131|81|5|4|43|0|1|0|5|7
46|135|31|1|1|23|0|0|0|1|7
46|14|55|6|5|17|0|0|0|2|0
46|190|32|8|6|16|1|0|1|2|7
47|13|58|1|7|42|0|1|1|2|8
47|176|41|2|7|22|0|1|0|2|10
47|36|76|9|2|18|1|1|1|4|2
47|43|23|9|1|0|0|0|0|1|3
48|115|92|1|1|25|1|0|0|7|5
48|134|7|1|9|43|0|1|0|9|10
48|16|15|5|9|22|0|0|0|6|6
48|173|3|6|4|41|0|0|0|7|2
49|122|27|4|10|25|1|1|0|7|3
49|195|15|3|7|48|0|0|0|1|3
49|20|19|6|3|49|0|0|0|2|3
49|62|84|7|8|37|0|1|0|8|6
50|103|63|6|8|7|0|1|1|1|1
50|175|11|1|7|24|0|0|0|1|4
50|21|44|2|10|0|1|0|1|1|9
50|50|21|2|10|22|0|0|0|7|5
51|100|60|8|3|11|0|0|1|7|1
51|136|37|7|10|1|0|0|1|6|3
51|199|22|9|8|3|0|0|1|5|7
51|25|35|3|9|11|1|1|0|0|6
52|120|38|3|3|28|0|1|0|9|4
52|16|28|2|6|4|0|1|1|2|1
52|47|79|5|10|49|1|1|1|9|5
52|77|79|1|9|47|0|0|1|0|8
53|104|86|10|9|46|1|0|1|5|8
53|114|83|5|10|33|1|0|0|5|7
53|167|74|1|6|43|0|1|0|2|7
