1|32|19|5|94
2|93|1|54|76
3|93|65|32|57
4|62|80|36|55
5|71|97|71|37
6|13|8|23|84
7|99|62|66|0
8|73|41|92|20
9|54|93|13|29
10|43|59|5|62
11|20|4|19|24
12|51|15|45|45
13|26|41|82|69
14|45|87|52|73
15|91|8|73|92
16|60|37|11|35
17|14|18|30|93
18|75|47|55|92
19|97|98|82|24
20|78|28|69|83
21|42|6|17|87
22|70|26|25|49
23|43|19|40|83
24|14|87|84|21
25|28|76|80|98
26|35|61|56|18
27|73|41|42|68
28|45|71|16|3
29|54|61|56|47
30|85|60|63|21
31|52|94|3|72
32|27|58|59|94
33|39|40|58|47
34|65|20|66|45
35|90|62|12|79
36|84|4|83|10
37|4|31|57|96
38|15|65|16|29
39|28|30|67|41
40|28|34|34|37
41|33|44|85|2
42|99|22|13|54
43|31|20|99|40
44|98|28|16|14
45|74|68|9|37
46|94|78|32|80
47|22|10|20|48
48|44|90|85|88
49|49|91|56|50
50|36|71|70|41
51|1|91|47|48
52|42|2|62|67
53|96|18|70|95
54|82|31|75|4
55|80|49|52|25
56|26|13|79|61
57|41|27|77|90
58|2|5|97|66
59|22|11|13|61
60|39|89|94|8
61|27|35|3|40
62|60|4|10|98
63|96|3|22|53
64|33|32|80|70
65|54|17|25|73
66|62|45|4|80
67|16|29|7|36
68|91|51|11|37
69|11|81|77|27
70|6|42|91|95
71|2|97|47|80
72|20|56|50|49
73|6|89|88|82
74|66|49|62|60
75|24|50|62|67
76|59|84|3|31
77|74|45|24|43
78|76|34|38|81
79|6|68|60|7
80|75|22|56|25
81|74|42|7|46
82|77|97|5|75
83|66|10|7|4
84|98|50|2|25
85|68|33|35|21
86|49|59|68|68
87|71|56|75|0
88|29|54|26|53
89|86|43|99|72
90|42|95|13|37
91|3|74|7|8
92|89|64|0|53
93|26|29|40|76
94|74|77|10|97
95|98|90|64|37
96|66|18|90|86
97|42|27|58|89
98|83|45|92|25
99|24|41|34|88
100|32|35|7|77
101|52|36|18|8
102|87|99|71|22
103|49|39|59|26
104|11|27|11|44
105|62|5|32|91
106|94|14|15|29
107|83|92|16|97
108|13|55|73|16
109|66|99|24|58
110|11|84|46|98
111|37|77|90|86
112|75|20|29|52
113|57|23|8|74
114|31|23|2|39
115|98|46|35|20
116|28|74|37|78
117|35|39|1|49
118|6|15|46|85
119|18|94|70|68
120|88|28|86|3
121|95|73|44|44
122|55|58|49|89
123|61|92|8|73
124|98|60|50|21
125|48|61|36|27
126|78|63|78|49
127|31|89|83|51
128|46|2|20|4
129|43|46|14|78
130|25|74|66|74
131|38|19|46|4
132|79|77|93|91
133|13|64|85|11
134|47|65|26|25
135|98|18|76|54
136|71|11|24|4
137|86|43|83|69
138|22|41|43|49
139|21|61|19|41
140|69|69|98|98
141|92|14|9|49
142|86|33|40|18
143|94|46|38|20
144|5|12|25|37
145|95|33|6|68
146|16|25|83|77
147|13|53|84|21
148|67|8|18|85
149|56|64|33|38
150|38|87|56|5
151|77|8|93|67
152|64|96|3|88
153|31|39|55|44
154|36|73|87|95
155|6|16|15|85
156|32|71|70|79
157|56|14|16|89
158|13|44|94|30
159|23|0|63|51
160|44|68|38|92
161|1|54|2|100
162|55|37|94|2
163|37|92|87|8
164|35|77|87|67
165|42|45|21|100
166|71|69|97|70
167|74|91|87|69
168|58|23|60|67
169|92|68|32|14
170|65|20|16|42
171|38|9|50|39
172|49|41|73|83
173|58|50|48|43
174|97|35|79|42
175|4|4|77|94
176|21|94|60|6
177|59|26|20|48
