1|10|27
1|8|84
2|11|2
2|7|38
3|1|58
3|6|24
4|10|99
4|2|34
5|10|53
5|5|89
6|11|6
6|7|88
7|1|58
7|9|63
8|1|79
8|9|79
9|3|73
9|8|58
10|4|86
10|6|8
11|3|9
11|5|92
12|10|8
12|2|42
13|6|65
13|9|80
14|11|31
14|12|69
15|1|99
15|7|42
16|10|92
16|5|82
17|4|43
17|4|96
18|11|10
18|11|38
19|2|92
19|3|65
20|6|67
20|9|85
21|10|25
21|8|43
22|1|90
22|7|86
23|4|13
23|9|29
24|4|67
24|5|32
25|10|70
25|2|20
26|11|96
26|9|14
27|1|97
27|3|30
28|11|72
28|5|71
29|12|97
29|7|55
30|5|55
30|7|39
31|2|96
31|3|63
32|6|36
32|7|86
33|11|1
33|7|18
34|1|4
34|3|42
35|11|15
35|1|87
36|11|55
36|2|67
37|3|39
37|7|67
38|7|83
38|8|7
39|11|58
39|7|43
40|4|51
40|9|58
41|10|13
41|3|56
42|12|55
42|1|32
43|6|77
43|8|63
44|11|58
44|2|86
45|12|12
45|4|34
46|10|29
46|5|68
47|11|14
47|3|71
48|11|79
48|1|49
49|4|75
49|8|2
50|1|18
50|9|30
51|5|1
51|5|15
52|2|19
52|4|13
53|6|91
53|7|35
54|1|14
54|9|73
55|4|64
55|9|23
56|1|36
56|3|64
57|12|1
57|3|6
58|1|70
58|7|20
59|10|6
59|8|21
60|12|1
60|1|43
61|12|80
61|9|88
62|3|69
62|3|77
63|7|8
63|9|5
64|11|1
64|3|11
65|12|72
65|8|71
66|2|41
66|6|23
67|6|19
67|8|54
68|12|62
68|8|76
69|5|40
69|5|4
70|1|72
70|3|79
71|2|82
71|4|96
72|7|74
72|9|19
73|11|17
73|8|47
74|1|9
74|8|63
75|10|47
75|8|86
76|11|90
76|3|9
77|12|9
77|5|15
78|11|3
78|5|11
79|2|5
79|2|93
80|12|70
80|7|42
81|4|51
81|9|42
82|12|79
82|4|83
83|12|61
83|6|8
84|2|79
84|4|12
85|10|92
85|11|4
86|12|25
86|9|43
87|3|71
87|3|94
88|5|23
88|6|82
89|1|60
89|6|39
90|2|40
90|3|54
91|11|14
91|1|73
92|10|11
92|8|5
93|1|72
93|6|45
94|11|80
94|8|52
95|10|57
95|4|91
96|6|48
96|6|61
97|5|80
97|7|20
98|3|47
98|7|19
99|5|34
99|9|38
100|3|51
100|5|50
101|1|49
101|6|79
102|8|20
102|8|75
103|10|77
103|3|13
104|11|78
104|5|62
105|10|2
105|2|76
106|11|9
106|12|27
107|12|82
107|2|70
108|1|94
108|3|18
109|3|43
109|3|84
110|1|66
110|2|73
111|10|3
111|6|21
112|3|55
112|5|27
113|4|34
113|8|83
114|10|50
114|9|14
115|5|68
115|6|59
116|10|47
116|6|41
117|10|38
117|12|98
118|5|20
118|7|49
119|10|68
119|2|85
120|11|45
120|12|99
121|4|69
121|8|88
122|9|2
122|9|28
123|11|20
123|4|40
124|12|4
124|1|93
125|3|2
125|3|27
126|8|38
126|9|52
127|6|5
