1|13|1|0|0|1
1|13|2|1|1|0
1|14|2|1|1|0
1|18|1|0|0|0
1|20|1|1|0|1
1|23|0|0|0|0
2|10|1|0|1|1
2|17|0|1|0|1
2|17|1|1|1|0
2|19|2|1|0|1
2|24|1|1|1|1
2|8|1|1|1|1
3|10|2|0|0|0
3|11|0|0|0|1
3|13|0|1|0|1
3|14|2|0|0|1
3|21|2|1|1|1
3|24|0|0|1|0
4|11|1|1|0|1
4|19|0|0|0|0
4|20|0|0|1|1
4|22|1|0|1|1
4|9|0|1|1|1
4|9|1|0|1|1
5|12|2|1|0|0
5|15|0|0|0|1
5|18|1|0|0|0
5|20|0|1|0|0
5|20|1|1|0|0
5|22|1|0|0|0
6|15|1|0|0|1
6|16|1|1|0|0
6|19|0|1|1|0
6|24|1|1|1|0
6|9|0|1|0|0
6|9|1|0|1|1
7|13|2|0|1|0
7|13|2|1|0|1
7|17|0|1|0|1
7|18|1|1|1|0
7|22|0|1|0|1
7|22|1|1|0|1
8|10|2|1|1|0
8|15|0|0|1|1
8|19|0|1|1|0
8|20|1|0|1|0
8|23|0|1|1|1
8|9|1|0|1|0
9|10|0|0|0|0
9|14|2|1|0|0
9|16|2|0|0|1
9|23|0|0|1|1
9|23|2|1|1|1
9|24|0|1|0|1
10|10|0|0|1|0
10|19|2|1|0|1
10|21|0|1|1|0
10|22|2|1|1|1
10|23|1|1|1|1
10|8|2|1|1|0
11|18|0|1|0|0
11|20|0|0|1|1
11|24|0|1|1|0
11|24|1|1|0|0
11|24|1|1|1|0
11|24|2|0|0|0
12|13|1|1|0|0
12|14|2|0|1|0
12|15|2|1|1|0
12|19|0|0|1|0
12|19|2|1|0|1
12|22|0|1|1|0
13|12|1|1|1|0
13|14|0|1|1|1
13|18|2|0|0|0
13|19|1|1|1|1
13|20|1|0|0|0
13|23|0|1|1|1
14|10|2|1|0|1
14|13|2|0|1|0
14|16|2|0|0|0
14|18|2|0|1|0
14|19|1|0|0|1
14|20|0|1|1|1
15|16|0|1|1|1
15|19|1|0|0|0
15|23|1|0|1|1
15|23|2|1|0|0
15|24|0|1|0|0
15|24|2|1|1|1
16|10|1|0|0|1
16|16|0|0|0|1
16|16|2|0|0|0
16|18|0|0|0|1
16|20|2|0|1|1
16|22|1|1|1|1
17|10|1|1|0|1
17|11|0|0|0|1
17|16|0|0|1|0
17|17|2|1|1|1
17|18|0|1|1|1
17|19|2|0|0|0
18|13|0|0|0|1
18|16|2|0|0|0
18|20|0|1|0|1
18|8|0|0|0|1
18|8|0|1|1|0
18|9|1|1|1|0
19|13|0|0|0|0
19|16|1|1|0|0
19|16|2|1|0|1
19|18|2|1|0|0
19|21|1|0|1|0
19|23|2|0|0|0
20|10|0|0|0|0
20|14|0|1|0|0
20|15|0|0|0|1
20|19|0|0|1|0
20|19|0|1|0|0
20|21|1|0|0|0
21|11|0|1|1|1
21|14|2|1|1|0
21|16|2|1|1|1
21|18|0|1|0|0
21|18|1|0|1|0
21|9|0|0|0|1
22|11|1|1|1|1
22|17|1|0|0|0
22|18|2|1|1|1
22|20|0|1|1|1
22|23|2|1|0|0
22|24|2|0|0|1
23|15|1|1|1|0
23|20|1|1|1|0
23|21|2|1|1|1
23|24|2|0|0|1
23|8|1|1|1|0
23|9|1|1|1|0
24|14|0|1|1|0
24|14|2|1|0|1
24|21|2|1|1|0
24|23|0|1|0|1
24|24|1|0|1|0
24|9|1|1|1|0
25|15|1|0|0|1
25|15|1|1|1|0
25|19|0|1|1|1
25|19|2|0|0|1
25|20|1|0|0|1
25|21|0|0|1|1
26|11|1|0|1|0
26|11|2|0|0|1
26|13|0|0|0|1
26|20|2|1|0|0
26|22|1|0|0|0
26|24|2|1|0|1
27|15|2|1|1|0
27|16|2|0|0|0
27|18|0|0|1|0
27|21|2|1|1|0
27|8|2|1|1|0
27|9|0|0|1|1
