1|68|39|53|67
2|21|79|1|67
3|8|22|81|88
4|7|94|82|42
5|34|7|95|98
6|47|18|37|5
7|77|49|45|10
8|32|4|11|43
9|56|20|9|60
10|52|73|26|10
11|66|61|99|68
12|81|89|10|34
13|56|48|31|34
14|42|66|5|0
15|46|68|77|4
16|30|58|47|81
17|25|98|6|51
18|73|13|61|95
19|4|27|29|88
20|60|84|21|41
21|33|90|41|13
22|60|8|80|80
23|95|29|51|42
24|11|23|89|61
25|3|73|78|87
26|55|64|82|31
27|70|69|18|0
28|15|78|7|57
29|6|40|37|77
30|64|7|22|58
31|74|2|66|16
32|99|96|43|23
33|29|11|10|7
34|40|42|4|20
35|13|67|21|49
36|57|57|72|16
37|44|29|59|4
38|42|10|29|97
39|38|25|79|23
40|8|87|47|29
41|46|12|2|32
42|68|46|52|14
43|9|76|29|88
44|16|96|71|43
45|41|96|48|100
46|38|60|62|97
47|63|45|86|18
48|50|53|14|70
49|47|47|68|1
50|82|15|15|50
51|91|30|38|25
52|63|46|34|53
53|23|54|18|46
54|44|63|8|95
55|18|37|79|49
56|16|15|85|80
57|24|57|82|31
58|3|41|81|61
59|55|60|52|85
60|5|65|3|62
61|77|79|7|25
62|30|79|19|88
63|7|48|36|33
64|89|24|13|99
65|88|94|96|7
66|98|77|69|63
67|36|5|13|86
68|96|70|13|7
69|21|93|32|71
70|13|44|58|43
71|11|5|42|3
72|22|2|68|50
73|36|74|57|72
74|29|59|34|66
75|98|60|17|51
76|87|15|24|0
77|25|3|37|52
78|49|6|61|20
79|81|97|90|66
80|87|56|15|5
81|1|5|77|25
82|26|71|57|41
83|55|71|58|88
84|98|46|54|21
85|14|14|39|78
86|57|77|64|71
87|10|98|2|93
88|99|37|64|98
89|29|11|89|85
90|73|7|25|42
91|32|82|96|24
92|67|95|45|70
93|19|90|13|58
94|58|86|28|18
95|42|50|77|73
96|8|98|36|69
97|96|61|19|99
98|37|67|40|22
99|82|48|12|58
100|79|59|94|58
101|10|6|15|24
102|99|39|43|78
103|7|88|50|54
104|2|11|89|74
105|71|25|72|79
106|24|49|67|11
107|62|8|70|97
108|72|52|54|11
109|37|47|35|17
110|29|18|95|84
111|66|93|3|56
112|78|38|97|4
113|54|43|49|85
114|81|3|97|92
115|38|4|88|98
116|55|82|75|29
117|62|45|47|87
118|56|30|71|16
119|60|44|39|46
120|89|51|16|65
121|89|98|50|81
122|72|8|38|41
123|9|84|5|71
124|80|69|0|76
125|49|96|29|43
126|82|25|25|4
127|32|12|51|38
128|38|47|2|34
129|55|31|81|11
130|53|18|18|6
131|3|42|44|44
132|17|86|86|58
133|41|96|67|76
134|95|42|81|86
135|61|1|23|88
136|24|84|88|61
137|26|39|72|39
138|30|1|12|97
139|1|41|40|82
140|25|90|40|21
141|27|63|63|87
142|94|65|72|88
143|28|64|41|3
144|40|74|64|95
145|3|50|34|14
146|30|58|10|71
147|14|45|53|66
148|66|96|87|49
149|25|77|35|30
150|11|30|84|31
151|11|3|34|86
152|28|33|80|12
153|5|66|93|92
154|92|79|62|59
155|2|36|24|63
156|67|10|78|71
157|6|12|0|17
158|87|50|48|19
159|34|51|71|58
160|61|27|36|46
161|37|72|3|88
162|9|91|47|52
163|87|5|81|17
164|74|18|88|73
165|76|67|90|23
166|44|36|8|10
167|40|32|68|31
168|84|14|77|91
