1|10|0|0|1|0
1|10|2|0|1|1
1|11|0|0|0|1
1|11|0|0|1|1
1|15|0|0|0|1
1|18|0|0|0|0
1|19|0|1|1|1
1|22|2|0|0|1
2|11|0|0|1|1
2|11|0|1|0|1
2|14|2|1|1|0
2|16|1|1|0|1
2|17|2|1|0|1
2|22|0|0|1|1
2|24|2|1|0|0
2|8|0|1|1|0
3|10|2|1|0|1
3|11|0|0|1|1
3|14|2|0|0|0
3|16|0|0|1|1
3|17|0|0|0|0
3|19|2|1|1|0
3|9|1|0|1|0
3|9|2|1|1|1
4|11|1|0|0|1
4|15|0|1|1|0
4|15|1|1|1|1
4|17|0|0|1|1
4|21|2|1|0|0
4|22|1|1|0|0
4|23|0|1|0|1
4|9|1|0|0|1
5|10|2|0|0|0
5|15|1|1|0|0
5|17|0|0|0|0
5|17|2|0|0|1
5|17|2|1|0|1
5|18|2|1|1|0
5|21|1|1|0|0
5|23|0|0|0|0
6|11|2|0|0|0
6|13|0|1|0|1
6|17|0|1|1|1
6|19|2|1|1|1
6|20|2|1|0|1
6|21|2|1|0|1
6|24|0|0|1|0
6|24|1|0|1|0
7|12|1|0|1|1
7|14|0|1|0|1
7|14|2|0|0|1
7|15|0|0|0|1
7|16|0|1|0|0
7|24|0|0|1|1
7|24|2|0|0|0
7|24|2|1|1|1
8|16|0|0|1|1
8|16|1|0|1|1
8|17|2|0|1|0
8|17|2|1|0|0
8|18|1|1|0|1
8|21|1|0|1|0
8|24|1|1|1|0
8|8|2|1|0|1
9|11|1|0|1|0
9|13|1|1|1|1
9|14|1|1|0|1
9|16|0|1|0|0
9|17|0|1|0|1
9|21|0|1|1|1
9|21|2|1|1|1
9|23|1|0|0|0
10|11|2|1|0|0
10|20|0|0|1|0
10|20|1|1|1|1
10|21|2|0|1|0
10|23|0|0|1|1
10|8|1|1|1|1
10|8|2|1|1|0
10|9|0|0|0|0
11|10|1|1|1|0
11|13|0|1|1|0
11|16|0|0|1|0
11|16|1|0|0|0
11|19|2|1|0|0
11|20|0|1|1|1
11|24|0|1|0|1
11|9|1|1|0|0
12|11|2|0|0|0
12|13|0|0|1|1
12|15|2|0|0|1
12|16|1|1|1|1
12|21|2|0|1|1
12|23|0|0|1|0
12|23|2|1|1|1
12|9|0|1|0|0
13|11|2|1|0|0
13|13|0|0|0|0
13|13|0|1|1|1
13|19|1|0|1|0
13|19|2|0|1|1
13|20|2|0|0|1
13|24|1|0|0|1
13|8|1|1|1|1
14|11|1|0|1|0
14|12|0|0|0|1
14|14|1|0|1|1
14|16|0|1|0|0
14|17|0|0|1|1
14|21|0|1|1|1
14|21|2|1|0|1
14|24|2|0|0|1
15|13|0|0|0|1
15|19|2|1|1|1
15|21|2|0|1|0
15|22|1|1|0|1
15|22|2|0|0|1
15|23|2|0|1|0
15|8|0|1|0|1
15|9|0|1|1|1
16|16|0|0|1|0
16|18|1|1|1|1
16|18|2|0|0|0
16|20|0|1|1|0
16|21|0|1|1|0
16|21|1|0|0|1
16|22|2|0|0|0
16|8|0|0|1|1
17|13|1|0|1|0
17|13|1|1|1|1
17|13|2|0|1|0
17|14|1|0|0|1
17|18|1|0|0|1
17|19|0|0|1|1
17|19|2|1|0|1
17|9|1|0|1|0
18|10|0|0|0|1
18|14|0|1|0|0
18|14|1|0|0|0
18|21|1|1|1|1
18|22|2|0|1|1
18|22|2|1|0|1
18|24|2|0|0|1
18|8|2|0|0|1
19|11|2|0|1|1
19|13|1|1|0|1
19|14|0|1|1|0
19|18|0|1|0|1
19|18|1|1|0|1
19|19|2|0|1|0
19|24|1|1|0|1
19|9|0|0|1|1
20|11|2|0|0|0
20|13|0|1|1|1
20|17|1|0|1|0
20|18|1|1|1|1
20|21|0|1|0|0
20|22|2|0|1|0
20|23|2|0|1|1
20|8|2|1|0|0
21|10|2|1|0|1
21|12|1|0|0|0
21|12|2|0|0|0
21|15|0|0|1|1
21|22|0|1|1|1
21|22|2|1|0|1
21|23|2|0|1|1
21|9|1|0|1|0
22|10|1|1|1|0
22|11|2|1|0|0
22|16|2|1|1|0
22|17|0|0|1|0
22|18|1|0|0|1
22|22|1|0|1|1
22|24|1|0|1|0
22|9|1|0|1|1
23|11|0|1|1|0
23|17|0|0|1|1
23|18|2|0|0|0
23|22|1|0|1|0
23|24|0|1|1|1
23|24|1|0|0|0
23|8|0|1|1|0
23|9|0|1|0|0
24|12|0|1|0|0
24|12|0|1|1|0
24|17|0|1|1|0
24|19|2|0|1|0
24|21|1|1|1|0
24|23|0|1|1|1
24|24|2|0|0|1
24|8|0|0|1|1
25|10|1|1|0|0
25|10|2|0|0|0
25|11|2|1|0|0
25|19|0|0|1|1
25|19|1|1|0|0
25|22|2|0|1|0
25|23|2|1|1|1
25|8|0|0|0|0
26|10|1|0|1|0
26|11|0|0|0|0
26|12|0|1|1|1
26|14|1|1|1|1
26|15|0|1|1|1
26|17|1|0|0|1
26|22|1|0|1|1
26|9|1|0|0|1
27|12|2|1|0|1
27|14|2|0|0|0
27|16|1|0|0|0
27|19|2|1|0|0
27|20|1|0|0|0
27|23|2|1|0|0
27|8|0|1|0|0
27|9|1|0|0|0
28|13|1|1|1|0
28|16|1|1|1|1
28|20|0|0|1|0
28|20|1|1|0|1
28|21|0|0|0|0
28|23|1|0|1|0
28|23|2|0|1|0
28|9|1|0|0|1
29|13|2|0|1|0
29|18|1|1|0|0
29|18|1|1|1|0
29|20|1|0|0|1
29|20|1|0|1|1
29|22|1|1|1|1
29|24|2|0|1|0
29|24|2|1|1|0
30|13|0|1|0|1
30|15|2|0|1|1
30|17|1|0|0|1
30|23|1|0|0|0
30|23|2|0|0|0
30|24|0|0|0|1
30|8|1|0|0|1
30|9|2|0|1|0
31|13|2|0|0|1
31|16|0|1|1|0
31|19|1|1|1|1
31|19|2|0|1|0
31|20|1|0|1|0
31|21|2|1|1|0
31|22|2|1|0|0
31|24|1|1|0|0
32|11|2|1|0|0
32|13|1|0|1|1
32|13|2|0|0|0
32|17|0|1|0|1
32|17|2|0|1|0
32|19|1|0|1|0
32|20|2|1|1|1
32|9|1|1|1|1
33|16|1|0|0|0
33|21|0|0|0|1
33|21|0|1|0|1
33|24|1|1|1|1
33|8|0|1|0|0
33|8|2|0|0|1
33|9|1|0|1|0
33|9|2|1|1|0
34|10|2|0|1|0
34|13|0|0|0|0
34|15|1|1|0|1
34|16|1|1|0|1
34|18|0|0|1|1
34|23|2|0|1|0
34|24|2|1|1|1
34|8|0|1|0|1
35|11|0|1|1|1
35|15|0|1|1|1
35|16|2|1|0|0
35|19|0|1|1|0
35|21|2|1|0|1
35|22|0|0|1|0
35|22|0|1|1|0
35|24|1|0|1|0
36|10|1|1|1|0
36|12|0|1|0|1
36|13|0|0|0|1
36|16|2|1|1|0
36|21|0|0|1|0
36|22|2|0|0|1
36|24|2|1|1|0
36|8|2|1|0|0
37|11|0|0|1|0
37|12|1|1|1|0
37|16|0|0|0|1
37|16|1|0|0|1
37|17|1|0|1|1
37|22|0|1|0|1
37|22|1|1|0|0
37|8|2|1|1|0
38|12|2|0|0|1
38|14|0|1|0|0
38|19|1|0|1|1
38|19|1|1|1|0
38|22|0|0|1|1
38|8|2|1|0|0
38|8|2|1|0|1
38|9|1|1|0|0
39|10|1|1|0|1
39|11|0|0|0|0
39|11|0|0|0|1
39|12|0|1|0|0
39|13|1|0|0|1
39|15|0|1|0|0
39|21|2|0|0|1
39|24|1|0|0|1
40|13|0|0|0|0
40|14|0|1|0|1
40|15|1|0|1|0
40|19|0|0|1|1
40|22|0|0|1|1
40|22|0|1|1|0
40|23|1|0|1|0
40|24|0|1|1|0
41|12|1|0|1|0
41|14|0|1|1|1
41|16|0|0|0|0
41|17|0|1|0|0
41|18|0|0|1|0
41|21|0|1|1|1
41|21|2|1|0|0
41|22|1|1|0|1
42|10|0|0|1|1
42|11|2|0|1|1
42|13|2|0|1|0
42|17|2|0|0|1
42|21|1|1|0|0
42|22|0|0|0|1
42|24|1|0|0|0
42|8|0|1|0|1
43|10|1|1|0|1
43|12|2|0|0|1
43|15|1|1|1|0
43|17|2|1|1|1
43|20|0|1|1|0
43|21|0|1|1|0
43|22|2|0|0|1
43|8|2|0|0|0
44|13|0|1|0|1
44|14|0|1|1|0
44|16|2|1|1|0
44|23|0|0|1|1
44|23|1|1|1|1
44|24|1|1|0|0
44|24|2|0|1|1
44|8|0|1|0|0
45|10|0|0|1|1
45|11|0|1|1|1
45|11|2|0|0|1
45|21|0|1|0|0
45|21|0|1|0|1
45|21|1|0|1|1
45|22|2|0|1|0
45|9|0|1|1|0
46|12|0|1|0|1
46|13|1|1|0|1
46|14|1|1|1|0
46|15|1|1|1|0
46|16|1|0|0|0
46|17|2|0|1|1
46|22|0|1|0|1
46|8|0|0|0|0
47|11|1|1|0|0
47|11|1|1|0|1
47|13|1|0|1|0
47|13|1|1|1|0
47|16|0|1|0|1
47|20|2|1|1|1
47|22|2|1|0|1
47|24|0|0|1|0
48|11|1|0|1|0
48|12|0|1|0|0
48|12|2|0|0|1
48|14|2|0|1|0
48|16|2|0|0|1
48|20|2|1|0|1
48|22|2|0|1|1
48|8|0|0|1|0
49|11|0|1|1|0
49|14|0|1|1|1
49|14|2|1|0|1
49|14|2|1|1|0
49|17|1|0|1|0
49|19|0|1|0|1
49|23|1|0|0|1
49|9|1|1|1|0
50|10|0|0|1|1
50|10|2|1|0|0
50|11|0|1|0|0
50|21|1|1|0|1
50|23|0|1|1|0
50|9|0|0|0|1
50|9|0|0|1|0
50|9|2|0|1|0
51|10|1|1|1|1
51|15|0|1|1|1
51|15|2|1|1|0
51|18|1|1|1|1
51|20|0|1|0|0
51|22|2|0|0|1
51|23|0|0|1|0
51|8|0|1|0|0
52|10|0|1|0|1
52|16|0|0|0|1
52|21|0|1|0|0
52|8|0|0|0|0
52|8|1|0|1|1
52|8|2|0|0|1
52|8|2|1|0|1
52|9|0|1|0|1
53|10|1|0|1|0
53|11|0|0|0|0
53|14|1|0|1|0
53|17|1|1|0|0
53|17|1|1|1|1
53|18|1|0|1|0
53|18|2|0|0|0
53|20|0|0|1|1
54|10|1|0|0|1
54|11|2|0|1|0
54|12|1|1|1|0
54|13|2|1|1|1
54|19|0|0|0|1
54|20|0|1|1|1
54|23|0|1|1|1
54|8|0|0|1|0
55|14|1|0|1|1
55|15|0|1|1|1
55|17|1|1|0|1
55|18|2|0|1|0
55|21|1|0|1|1
55|22|1|1|1|0
55|22|2|1|0|0
55|23|0|0|0|0
56|11|2|1|1|1
56|12|1|1|1|0
